TIMM10B	XM_054187727.1#TIMM10B
CLDN3	XM_054209698.1#CLDN3
TXN2	XM_054222899.1#TXN2
NPAS2	XM_054224846.1#NPAS2
ZNF292	XM_054195064.1#ZNF292
EPB41L2	XM_054196280.1#EPB41L2
LOC128902812	XM_054186427.1#LOC128902812
C25H19orf38	XM_054183532.1#C25H19orf38
ZNF462	XM_054185355.1#ZNF462
MARK3	XM_054201299.1#MARK3
RPF1	XM_054211231.1#RPF1
ARFIP1	XM_054202468.1#ARFIP1
NECTIN3	XM_054211103.1#NECTIN3
TRA2A	XM_054190418.1#TRA2A
MFAP3L	XM_054203856.1#MFAP3L
PCF11	XM_054188034.1#PCF11
SAR1B	XM_054217337.1#SAR1B
RABGAP1	XM_054220430.1#RABGAP1
ERN1	XM_054221246.1#ERN1
TMEM132B	XM_054219948.1#TMEM132B
TMEM183A	XM_054181489.1#TMEM183A
ABHD10	XM_054215409.1#ABHD10
LOC128917952	XM_054221720.1#LOC128917952
WNT7B	XM_054188415.1#WNT7B
RSAD2	XM_054194566.1#RSAD2
HMX2	XM_054206782.1#HMX2
INTS8	XM_054190994.1#INTS8
FANCG	XM_054184626.1#FANCG
ARSI	XM_054217526.1#ARSI
NEDD9	XM_054190168.1#NEDD9
FRY	XM_054201901.1#FRY
PMAIP1	XM_054185697.1#PMAIP1
TUBB3	XM_054199312.1#TUBB3
WNT2B	XM_054181569.1#WNT2B
TMEM140	XM_054205264.1#TMEM140
ANGPT2	XM_054195846.1#ANGPT2
LOC128911747	XM_054207101.1#LOC128911747
RFX8	XM_054187854.1#RFX8
DLX3	XM_054224600.1#DLX3
PHAX	XM_054186044.1#PHAX
TCF12	XM_054215480.1#TCF12
SEC61A2	XM_054188591.1#SEC61A2
NUDT17	XM_054182530.1#NUDT17
GRID2	XM_054202857.1#GRID2
HELLS	XM_054206857.1#HELLS
PGP	XM_054212953.1#PGP
DES	XM_054210174.1#DES
ADAT1	XM_054201328.1#ADAT1
LOC128901827	XM_054183991.1#LOC128901827
ARL15	XM_054186920.1#ARL15
MAD2L1	XM_054202121.1#MAD2L1
LOC128901574	XM_054183655.1#LOC128901574
BNC2	XM_054185908.1#BNC2
CCAR1	XM_054205243.1#CCAR1
RBFOX1	XM_054212214.1#RBFOX1
COL9A1	XM_054195799.1#COL9A1
POLR1E	XM_054184744.1#POLR1E
MYO18A	XM_054209396.1#MYO18A
FCHO1	XM_054181753.1#FCHO1
MIA3	XM_054195312.1#MIA3
PRDM11	XM_054199869.1#PRDM11
LOC128917021	XM_054219485.1#LOC128917021
KCNH6	XM_054224739.1#KCNH6
PAK3	XM_054214717.1#PAK3
NFATC2	XM_054218211.1#NFATC2
THAP12	XM_054194069.1#THAP12
APOA1	XM_054223266.1#APOA1
SDSL	XM_054219742.1#SDSL
SLC5A1	XM_054219930.1#SLC5A1
LOC128903299	XM_054187315.1#LOC128903299
MOK	XM_054201675.1#MOK
ANXA6	XM_054217166.1#ANXA6
VPS53	XM_054208452.1#VPS53
FOXRED2	XM_054188003.1#FOXRED2
ARFGEF3	XM_054196945.1#ARFGEF3
MPL	XM_054211340.1#MPL
LOC128902816	XM_054186432.1#LOC128902816
SEC31A	XM_054202501.1#SEC31A
LOC128900853	XM_054182434.1#LOC128900853
PKP4	XM_054209430.1#PKP4
DDX54	XM_054219861.1#DDX54
LOC128903254	XM_054187267.1#LOC128903254
TRIM9	XM_054199366.1#TRIM9
LCNL1	XM_054220637.1#LCNL1
CCDC14	XM_054209816.1#CCDC14
STXBP4	XM_054221665.1#STXBP4
SETX	XM_054220236.1#SETX
C4H11orf58	XM_054200521.1#C4H11orf58
CEP350	XM_054212857.1#CEP350
NRXN1	XM_054193693.1#NRXN1
APBB3	XM_054217463.1#APBB3
MYOZ2	XM_054203716.1#MYOZ2
KIF1B	XM_054222225.1#KIF1B
C1H12orf40	XM_054202357.1#C1H12orf40
PPP2R2D	XM_054204742.1#PPP2R2D
PCSK9	XM_054211401.1#PCSK9
CCR4	XM_054192887.1#CCR4
TMEM54	XM_054223355.1#TMEM54
KCTD14	XM_054221010.1#KCTD14
PABPN1L	XM_054201458.1#PABPN1L
C9orf72	XM_054184900.1#C9orf72
PTCHD4	XM_054196005.1#PTCHD4
EXOSC1	XM_054204755.1#EXOSC1
TTC31	XM_054202371.1#TTC31
ADD1	XM_054201853.1#ADD1
GADD45GIP1	XM_054183441.1#GADD45GIP1
LOC128916478	XM_054218262.1#LOC128916478
HMGN3	XM_054196564.1#HMGN3
LOC128903529	XM_054187539.1#LOC128903529
MPL	XM_054211336.1#MPL
ZNF469	XM_054201210.1#ZNF469
ATF7IP	XM_054199134.1#ATF7IP
PKHD1	XM_054195533.1#PKHD1
ESRRB	XM_054200864.1#ESRRB
LOC128914773	XM_054214319.1#LOC128914773
PRIM2	XM_054195757.1#PRIM2
ABL2	XM_054212218.1#ABL2
DSP	XM_054193003.1#DSP
POU2F1	XM_054195457.1#POU2F1
LOC128902120	XM_054184529.1#LOC128902120
PPCS	XM_054222687.1#PPCS
CD34	XM_054181565.1#CD34
LDB3	XM_054206924.1#LDB3
POU3F2	XM_054196139.1#POU3F2
SZT2	XM_054210871.1#SZT2
LOC128904343	XM_054188499.1#LOC128904343
SLC40A1	XM_054208761.1#SLC40A1
NDEL1	XM_054221539.1#NDEL1
ERH	XM_054199679.1#ERH
SAV1	XM_054197992.1#SAV1
ATP5PB	XM_054181191.1#ATP5PB
CCDC39	XM_054205148.1#CCDC39
KIAA1217	XM_054190033.1#KIAA1217
RIPPLY3	XM_054205758.1#RIPPLY3
WDR24	XM_054211053.1#WDR24
FOXP1	XM_054215951.1#FOXP1
HERC1	XM_054215653.1#HERC1
ING4	XM_054188716.1#ING4
GTPBP4	XM_054192758.1#GTPBP4
SMARCA4	XM_054183518.1#SMARCA4
LOC128910073	XM_054202907.1#LOC128910073
PSPC1	XM_054223708.1#PSPC1
GPR142	XM_054221598.1#GPR142
PLEKHM3	XM_054209312.1#PLEKHM3
TM9SF2	XM_054203167.1#TM9SF2
SPECC1	XM_054209039.1#SPECC1
RAB21	XM_054188465.1#RAB21
LOC128901415	XM_054183378.1#LOC128901415
MPDZ	XM_054185581.1#MPDZ
DEPDC4	XM_054213185.1#DEPDC4
B3GNT3	XM_054181755.1#B3GNT3
HNF1B	XM_054210081.1#HNF1B
TEDC2	XM_054212566.1#TEDC2
UNC5B	XM_054206987.1#UNC5B
GPC1	XM_054205463.1#GPC1
SH3BP4	XM_054209534.1#SH3BP4
LGI1	XM_054204932.1#LGI1
NPFFR1	XM_054206291.1#NPFFR1
NFATC3	XM_054198285.1#NFATC3
CNBP	XM_054216755.1#CNBP
NT5DC2	XM_054216687.1#NT5DC2
DHPS	XM_054183418.1#DHPS
RPS24	XM_054205291.1#RPS24
CIAO2A	XM_054215549.1#CIAO2A
MTSS1	XM_054189763.1#MTSS1
LOC128901255	XM_054183118.1#LOC128901255
SLC6A2	XM_054201000.1#SLC6A2
LLGL2	XM_054221516.1#LLGL2
FIGNL2	XM_054183079.1#FIGNL2
SHTN1	XM_054206755.1#SHTN1
LOC128903408	XM_054187424.1#LOC128903408
RC3H2	XM_054220283.1#RC3H2
MBNL1	XM_054206544.1#MBNL1
WDR26	XM_054194754.1#WDR26
CDC7	XM_054212646.1#CDC7
WRAP73	XM_054222119.1#WRAP73
LOC128909490	XM_054201223.1#LOC128909490
EIF4G2	XM_054200435.1#EIF4G2
SCRIB	XM_054189683.1#SCRIB
MSL1	XM_054187534.1#MSL1
PRPSAP1	XM_054221360.1#PRPSAP1
LOC128901656	XM_054183762.1#LOC128901656
B3GNT2	XM_054197406.1#B3GNT2
ERCC8	XM_054187036.1#ERCC8
SLC13A1	XM_054187935.1#SLC13A1
NLGN1	XM_054205902.1#NLGN1
AFDN	XM_054194625.1#AFDN
BRSK2	XM_054200490.1#BRSK2
GRK7	XM_054205443.1#GRK7
AMFR	XM_054199001.1#AMFR
LOC128907326	XM_054196057.1#LOC128907326
SASH3	XM_054213836.1#SASH3
ADCY3	XM_054196446.1#ADCY3
LOC128917565	XM_054220864.1#LOC128917565
NR2C1	XM_054200394.1#NR2C1
AGTPBP1	XM_054186817.1#AGTPBP1
RPS7	XM_054196560.1#RPS7
GATB	XM_054204026.1#GATB
GRIP1	XM_054183859.1#GRIP1
LDB2	XM_054204270.1#LDB2
CRB1	XM_054211864.1#CRB1
ITPRID2	XM_054208941.1#ITPRID2
EN2	XM_054192816.1#EN2
CDCA2	XM_054180773.1#CDCA2
PRTFDC1	XM_054192851.1#PRTFDC1
BUB3	XM_054206009.1#BUB3
LOC128912542	XM_054208621.1#LOC128912542
LOC128902076	XM_054184421.1#LOC128902076
LOC128902031	XM_054184355.1#LOC128902031
DYNC2LI1	XM_054194875.1#DYNC2LI1
STXBP4	XM_054221666.1#STXBP4
FSCN1	XM_054213053.1#FSCN1
FHOD3	XM_054190215.1#FHOD3
ZMYND11	XM_054190140.1#ZMYND11
C7H2orf80	XM_054208166.1#C7H2orf80
LOC128900939	XM_054182629.1#LOC128900939
AP5M1	XM_054198863.1#AP5M1
LOC128907554	XM_054196534.1#LOC128907554
PSMD9	XM_054219931.1#PSMD9
PRKCB	XM_054212127.1#PRKCB
SPEF1	XM_054203506.1#SPEF1
YTHDF3	XM_054190317.1#YTHDF3
BCAP31	XM_054187178.1#BCAP31
ENAH	XM_054194540.1#ENAH
SOS1	XM_054197478.1#SOS1
FGFR4	XM_054217780.1#FGFR4
F8	XM_054215594.1#F8
CASKIN1	XM_054212384.1#CASKIN1
COL16A1	XM_054223990.1#COL16A1
FNTA	XM_054186896.1#FNTA
CBFB	XM_054199985.1#CBFB
VSTM2B	XM_054201238.1#VSTM2B
CCNT2	XM_054208693.1#CCNT2
KLC4	XM_054195211.1#KLC4
ARL14EPL	XM_054186784.1#ARL14EPL
LOC128904498	XM_054188929.1#LOC128904498
TPRN	XM_054220706.1#TPRN
LOC128902102	XM_054184514.1#LOC128902102
NCAM1	XM_054223106.1#NCAM1
NUDT21	XM_054199009.1#NUDT21
BAALC	XM_054193485.1#BAALC
LOC128916898	XM_054219111.1#LOC128916898
LHX1	XM_054208986.1#LHX1
LRRC71	XM_054183030.1#LRRC71
PWWP2B	XM_054206056.1#PWWP2B
FGB	XM_054203596.1#FGB
MAP2K6	XM_054221426.1#MAP2K6
PLEKHH2	XM_054194864.1#PLEKHH2
ZFAND3	XM_054197150.1#ZFAND3
LOC128918503	XM_054222765.1#LOC128918503
AMPH	XM_054193244.1#AMPH
RAP1A	XM_054181117.1#RAP1A
FBXL5	XM_054203812.1#FBXL5
PRL	XM_054191800.1#PRL
TCF7L2	XM_054207142.1#TCF7L2
YLPM1	XM_054197821.1#YLPM1
KNG1	XM_054205197.1#KNG1
CFAP161	XM_054215019.1#CFAP161
QSER1	XM_054199332.1#QSER1
EYA4	XM_054195173.1#EYA4
LPAR3	XM_054212251.1#LPAR3
SP6	XM_054224619.1#SP6
LOC128914740	XM_054214218.1#LOC128914740
BTBD18	XM_054197680.1#BTBD18
SASH3	XM_054213835.1#SASH3
B3GNTL1	XM_054221203.1#B3GNTL1
RBM5	XM_054216105.1#RBM5
ANKRA2	XM_054184781.1#ANKRA2
USP19	XM_054215974.1#USP19
PPP1R13B	XM_054198030.1#PPP1R13B
SLMAP	XM_054215701.1#SLMAP
DOP1A	XM_054195410.1#DOP1A
SDHAF2	XM_054201584.1#SDHAF2
UCHL5	XM_054210618.1#UCHL5
VPS51	XM_054198173.1#VPS51
LOC128903367	XM_054187385.1#LOC128903367
UTP6	XM_054221905.1#UTP6
PPIF	XM_054205573.1#PPIF
CCAR1	XM_054205248.1#CCAR1
SLC37A2	XM_054223067.1#SLC37A2
IQSEC3	XM_054214483.1#IQSEC3
GNPTAB	XM_054217420.1#GNPTAB
MAPK1	XM_054220051.1#MAPK1
NEURL1	XM_054206984.1#NEURL1
CASKIN2	XM_054221583.1#CASKIN2
GPSM2	XM_054211362.1#GPSM2
PHF24	XM_054186479.1#PHF24
LZTS3	XM_054203327.1#LZTS3
OTUD4	XM_054203970.1#OTUD4
HMGXB4	XM_054195087.1#HMGXB4
CCDC127	XM_054192255.1#CCDC127
LOC128905392	XM_054191448.1#LOC128905392
ARMC1	XM_054191325.1#ARMC1
TAF5	XM_054206154.1#TAF5
ITM2B	XM_054188851.1#ITM2B
CKS1B	XM_054182500.1#CKS1B
RAB28	XM_054203467.1#RAB28
RASSF5	XM_054181282.1#RASSF5
IFT43	XM_054201136.1#IFT43
LOC128914969	XM_054214709.1#LOC128914969
RAB27A	XM_054214981.1#RAB27A
TMIE	XM_054193291.1#TMIE
HHIPL2	XM_054195707.1#HHIPL2
MAP3K4	XM_054193814.1#MAP3K4
SMAP2	XM_054223591.1#SMAP2
POLR1C	XM_054194122.1#POLR1C
LOC128901642	XM_054183736.1#LOC128901642
TAT	XM_054198282.1#TAT
ANKDD1A	XM_054214519.1#ANKDD1A
FGFR1OP2	XM_054189235.1#FGFR1OP2
VASH2	XM_054195679.1#VASH2
GATA5	XM_054218869.1#GATA5
SPIRE1	XM_054191734.1#SPIRE1
NKPD1	XM_054183905.1#NKPD1
TBC1D31	XM_054189826.1#TBC1D31
GBF1	XM_054205815.1#GBF1
ACBD7	XM_054192180.1#ACBD7
NELFCD	XM_054218314.1#NELFCD
IKZF1	XM_054191022.1#IKZF1
RSPO2	XM_054191644.1#RSPO2
TPD52L2	XM_054218229.1#TPD52L2
SLC45A1	XM_054222148.1#SLC45A1
TRAPPC3L	XM_054197200.1#TRAPPC3L
PRC1	XM_054213894.1#PRC1
LOC128915056	XM_054214853.1#LOC128915056
SUPT3H	XM_054194654.1#SUPT3H
COL5A1	XM_054220676.1#COL5A1
HELT	XM_054203787.1#HELT
LOC128910961	XM_054205074.1#LOC128910961
PATJ	XM_054211586.1#PATJ
VAMP4	XM_054212117.1#VAMP4
TGM4	XM_054192689.1#TGM4
NEK5	XM_054182936.1#NEK5
RAMP3	XM_054191864.1#RAMP3
LOC128904952	XM_054190100.1#LOC128904952
PDLIM7	XM_054216945.1#PDLIM7
ACLY	XM_054224235.1#ACLY
LOC128916249	XM_054217630.1#LOC128916249
CCDC187	XM_054220181.1#CCDC187
GRIA3	XM_054214872.1#GRIA3
LIMD2	XM_054224581.1#LIMD2
MYRIP	XM_054191442.1#MYRIP
SYNE2	XM_054198077.1#SYNE2
SLC10A1	XM_054198053.1#SLC10A1
OCSTAMP	XM_054218610.1#OCSTAMP
ATP6V1G3	XM_054212009.1#ATP6V1G3
RGS17	XM_054195989.1#RGS17
NHP2	XM_054217312.1#NHP2
REPS1	XM_054194226.1#REPS1
PHF6	XM_054214736.1#PHF6
PATZ1	XM_054219936.1#PATZ1
LOC128908687	XM_054199390.1#LOC128908687
LOC128917648	XM_054220996.1#LOC128917648
OXR1	XM_054193063.1#OXR1
LOC128902611	XM_054185906.1#LOC128902611
C1H21orf62	XM_054193759.1#C1H21orf62
INTS6	XM_054213300.1#INTS6
LOC128903154	XM_054187099.1#LOC128903154
PECR	XM_054210022.1#PECR
RHEX	XM_054181231.1#RHEX
PUM1	XM_054223910.1#PUM1
LOC128912768	XM_054209251.1#LOC128912768
HNRNPA0	XM_054216986.1#HNRNPA0
METTL2A	XM_054224458.1#METTL2A
SPRING1	XM_054219755.1#SPRING1
CDHR5	XM_054198748.1#CDHR5
KIAA1958	XM_054186671.1#KIAA1958
CFAP144	XM_054212811.1#CFAP144
SFRP5	XM_054207398.1#SFRP5
INSR	XM_054181704.1#INSR
SNX13	XM_054190319.1#SNX13
TPM3	XM_054182603.1#TPM3
MTCL1	XM_054191730.1#MTCL1
LOC128910151	XM_054203093.1#LOC128910151
TNFRSF13C	XM_054188823.1#TNFRSF13C
IDH3G	XM_054187110.1#IDH3G
GOLGA2	XM_054220387.1#GOLGA2
METTL14	XM_054203715.1#METTL14
APP	XM_054183103.1#APP
LOC128906222	XM_054193214.1#LOC128906222
LOC128917532	XM_054220766.1#LOC128917532
SGO1	XM_054190290.1#SGO1
DYNLT4	XM_054213042.1#DYNLT4
THBS4	XM_054185498.1#THBS4
TRAF3IP3	XM_054181103.1#TRAF3IP3
EMC7	XM_054200062.1#EMC7
TSC1	XM_054220492.1#TSC1
LOC128908990	XM_054200068.1#LOC128908990
PREPL	XM_054193992.1#PREPL
NLRX1	XM_054223049.1#NLRX1
MCM2	XM_054216726.1#MCM2
B3GNTL1	XM_054221204.1#B3GNTL1
FNIP1	XM_054217221.1#FNIP1
SLC30A4	XM_054213786.1#SLC30A4
LOC128904038	XM_054187847.1#LOC128904038
LOC128914285	XM_054213070.1#LOC128914285
BNIP2	XM_054213471.1#BNIP2
ZGRF1	XM_054203924.1#ZGRF1
REPS1	XM_054194229.1#REPS1
TES	XM_054182213.1#TES
PREX1	XM_054217940.1#PREX1
EPB41L4B	XM_054192140.1#EPB41L4B
FRMPD1	XM_054184690.1#FRMPD1
ULK3	XM_054215002.1#ULK3
RAI14	XM_054185482.1#RAI14
PRTG	XM_054214838.1#PRTG
RTCB	XM_054219974.1#RTCB
CELF1	XM_054199022.1#CELF1
FAH	XM_054213412.1#FAH
PRDM15	XM_054209867.1#PRDM15
MRTFB	XM_054211144.1#MRTFB
FAM219B	XM_054214567.1#FAM219B
HYLS1	XM_054223314.1#HYLS1
TRAF3	XM_054199144.1#TRAF3
GTF2A1	XM_054199979.1#GTF2A1
HRG	XM_054205195.1#HRG
NRXN1	XM_054193702.1#NRXN1
FEM1B	XM_054214880.1#FEM1B
HYDIN	XM_054199094.1#HYDIN
LATS1	XM_054194938.1#LATS1
DACH1	XM_054220259.1#DACH1
PARD3	XM_054191465.1#PARD3
USP54	XM_054205970.1#USP54
CNOT10	XM_054190028.1#CNOT10
MGP	XM_054189315.1#MGP
POLDIP3	XM_054196902.1#POLDIP3
FBXO5	XM_054195979.1#FBXO5
LOC128913131	XM_054210202.1#LOC128913131
TOR2A	XM_054220967.1#TOR2A
TCIM	XM_054180866.1#TCIM
FBXO25	XM_054194970.1#FBXO25
ICE1	XM_054189856.1#ICE1
SPECC1L	XM_054220023.1#SPECC1L
CHRNA5	XM_054215018.1#CHRNA5
RSPH9	XM_054196201.1#RSPH9
TNS1	XM_054208905.1#TNS1
PDXP	XM_054188760.1#PDXP
CLTC	XM_054208927.1#CLTC
IFNLR1	XM_054223854.1#IFNLR1
LOC128913012	XM_054209927.1#LOC128913012
TRMT10B	XM_054184749.1#TRMT10B
PKHD1	XM_054195532.1#PKHD1
GTPBP3	XM_054182319.1#GTPBP3
OPTN	XM_054216152.1#OPTN
TMEM231	XM_054201339.1#TMEM231
WARS1	XM_054197747.1#WARS1
LOC128902112	XM_054184502.1#LOC128902112
ARHGAP22	XM_054204707.1#ARHGAP22
TECR	XM_054212615.1#TECR
MGRN1	XM_054212997.1#MGRN1
KIF3A	XM_054217381.1#KIF3A
FRMPD2	XM_054204698.1#FRMPD2
RAMAC	XM_054213815.1#RAMAC
NUS1	XM_054195082.1#NUS1
LOC128900332	XM_054181351.1#LOC128900332
EEF2KMT	XM_054211921.1#EEF2KMT
CHD7	XM_054190699.1#CHD7
ZNF821	XM_054199493.1#ZNF821
AGAP1	XM_054209386.1#AGAP1
MLLT10	XM_054190444.1#MLLT10
POMT2	XM_054199412.1#POMT2
GAB1	XM_054201812.1#GAB1
CMKLR1	XM_054219344.1#CMKLR1
CRYAA	XM_054221383.1#CRYAA
LOC128900959	XM_054182662.1#LOC128900959
ATP6V0E2	XM_054204495.1#ATP6V0E2
LHX4	XM_054212458.1#LHX4
MPI	XM_054214566.1#MPI
LOC128918084	XM_054221959.1#LOC128918084
DHX40	XM_054209135.1#DHX40
MEAF6	XM_054223816.1#MEAF6
PDS5B	XM_054198837.1#PDS5B
LOC128901796	XM_054183944.1#LOC128901796
SBSPON	XM_054190282.1#SBSPON
SNX13	XM_054190321.1#SNX13
DMTF1	XM_054205146.1#DMTF1
LOC128901481	XM_054183509.1#LOC128901481
DVL3	XM_054205917.1#DVL3
LOC128905856	XM_054192437.1#LOC128905856
SRF	XM_054195580.1#SRF
TFDP1	XM_054208182.1#TFDP1
USP48	XM_054222191.1#USP48
COL18A1	XM_054209116.1#COL18A1
CCT6A	XM_054209761.1#CCT6A
TOP3B	XM_054219734.1#TOP3B
GOSR1	XM_054208364.1#GOSR1
LOC128907809	XM_054197143.1#LOC128907809
ALS2CL	XM_054191285.1#ALS2CL
RASGRP3	XM_054196718.1#RASGRP3
KLHDC7A	XM_054222474.1#KLHDC7A
LOC128915727	XM_054216462.1#LOC128915727
CHD1L	XM_054186636.1#CHD1L
IFT88	XM_054221713.1#IFT88
LOC128905503	XM_054191695.1#LOC128905503
SPDYA	XM_054194554.1#SPDYA
LOC128901108	XM_054182910.1#LOC128901108
LOC128901216	XM_054183050.1#LOC128901216
LOC128901981	XM_054184207.1#LOC128901981
VTI1A	XM_054205299.1#VTI1A
FDXR	XM_054221964.1#FDXR
LOC128900361	XM_054181418.1#LOC128900361
MAN2B2	XM_054203109.1#MAN2B2
ERCC6L2	XM_054184969.1#ERCC6L2
PSMD2	XM_054206788.1#PSMD2
OSBPL3	XM_054192246.1#OSBPL3
TEKT2	XM_054223583.1#TEKT2
GUCA1B	XM_054181111.1#GUCA1B
LOC128917059	XM_054219592.1#LOC128917059
SLC18A2	XM_054204791.1#SLC18A2
NHSL2	XM_054213819.1#NHSL2
LOC128900634	XM_054182013.1#LOC128900634
LOC128917654	XM_054221001.1#LOC128917654
LOC128913168	XM_054210282.1#LOC128913168
PRMT8	XM_054218300.1#PRMT8
LOC128916720	XM_054218737.1#LOC128916720
HECTD1	XM_054197930.1#HECTD1
DIAPH2	XM_054214099.1#DIAPH2
LOC128916214	XM_054217575.1#LOC128916214
MARCHF3	XM_054186096.1#MARCHF3
IGFBP7	XM_054202593.1#IGFBP7
KIAA0232	XM_054202070.1#KIAA0232
PPP1R11	XM_054183809.1#PPP1R11
MAPK8IP3	XM_054210524.1#MAPK8IP3
LOC128902125	XM_054184537.1#LOC128902125
MYO15A	XM_054212392.1#MYO15A
KIF16B	XM_054194582.1#KIF16B
PICALM	XM_054188876.1#PICALM
SMO	XM_054188788.1#SMO
MLLT1	XM_054181797.1#MLLT1
WDHD1	XM_054199910.1#WDHD1
RGS5	XM_054210937.1#RGS5
NMB	XM_054214423.1#NMB
TMC1	XM_054186114.1#TMC1
LOC128914962	XM_054214694.1#LOC128914962
PWWP2A	XM_054216993.1#PWWP2A
SERAC1	XM_054194522.1#SERAC1
NTRK3	XM_054214891.1#NTRK3
LOC128903106	XM_054187021.1#LOC128903106
SLC6A9	XM_054211294.1#SLC6A9
TMEM106A	XM_054224358.1#TMEM106A
IL21	XM_054203725.1#IL21
RAB3IP	XM_054182696.1#RAB3IP
MTHFR	XM_054222763.1#MTHFR
GCNT2	XM_054192945.1#GCNT2
LOC128907593	XM_054196626.1#LOC128907593
TMEM41B	XM_054201100.1#TMEM41B
PDZK1IP1	XM_054212344.1#PDZK1IP1
TBC1D4	XM_054189082.1#TBC1D4
PLPP4	XM_054206257.1#PLPP4
UBQLN1	XM_054185116.1#UBQLN1
TCF3	XM_054182373.1#TCF3
TPD52L2	XM_054218227.1#TPD52L2
LDAF1	XM_054210989.1#LDAF1
SLC25A33	XM_054222163.1#SLC25A33
E2F1	XM_054218094.1#E2F1
SLMAP	XM_054215728.1#SLMAP
NUMB	XM_054198017.1#NUMB
PPP2R5D	XM_054197424.1#PPP2R5D
BLK	XM_054196958.1#BLK
SH2D1B	XM_054187937.1#SH2D1B
RSBN1L	XM_054211077.1#RSBN1L
KDM4A	XM_054211741.1#KDM4A
PTPN3	XM_054192933.1#PTPN3
ITM2C	XM_054204572.1#ITM2C
PPTC7	XM_054219270.1#PPTC7
LOC128901951	XM_054184152.1#LOC128901951
SOX6	XM_054200757.1#SOX6
SORL1	XM_054223075.1#SORL1
BLTP3A	XM_054181178.1#BLTP3A
PFN2	XM_054204737.1#PFN2
ANKRD34B	XM_054185868.1#ANKRD34B
LOC128914125	XM_054212719.1#LOC128914125
PARL	XM_054205417.1#PARL
FOXE1	XM_054186452.1#FOXE1
EIF3M	XM_054199341.1#EIF3M
UBE2QL1	XM_054193007.1#UBE2QL1
ENPP3	XM_054196888.1#ENPP3
CHMP1B	XM_054214459.1#CHMP1B
NAALADL2	XM_054206717.1#NAALADL2
PKHD1	XM_054195528.1#PKHD1
LOC128917490	XM_054220675.1#LOC128917490
CYSRT1	XM_054220684.1#CYSRT1
KITLG	XM_054217495.1#KITLG
PTK2B	XM_054196588.1#PTK2B
SATB1	XM_054191702.1#SATB1
UPF3A	XM_054183377.1#UPF3A
FAM91A1	XM_054191298.1#FAM91A1
TUBGCP4	XM_054214010.1#TUBGCP4
LOC128904346	XM_054188508.1#LOC128904346
LOC128918777	XM_054223370.1#LOC128918777
DNAJC28	XM_054196377.1#DNAJC28
LOC128902786	XM_054186337.1#LOC128902786
LOC128918729	XM_054223283.1#LOC128918729
SEMA4G	XM_054206483.1#SEMA4G
GIP	XM_054224814.1#GIP
DPYSL4	XM_054205621.1#DPYSL4
SLC19A1	XM_054209118.1#SLC19A1
ZC3H6	XM_054196849.1#ZC3H6
NFIA	XM_054211817.1#NFIA
LOC128900763	XM_054182260.1#LOC128900763
SRP14	XM_054198268.1#SRP14
LOC128903271	XM_054187286.1#LOC128903271
E4F1	XM_054212164.1#E4F1
LOC128914364	XM_054213254.1#LOC128914364
RXRB	XM_054183778.1#RXRB
LOC128902953	XM_054186738.1#LOC128902953
TTN	XM_054210402.1#TTN
SH3GL2	XM_054186244.1#SH3GL2
LOC128912411	XM_054208249.1#LOC128912411
MAP6	XM_054188904.1#MAP6
ZNF131	XM_054186282.1#ZNF131
LOC128919436	XM_054224763.1#LOC128919436
LRRC55	XM_054201626.1#LRRC55
IKZF3	XM_054224586.1#IKZF3
ALAS1	XM_054216494.1#ALAS1
PLXNB1	XM_054216360.1#PLXNB1
RXRB	XM_054183781.1#RXRB
BNIPL	XM_054182637.1#BNIPL
ING4	XM_054188714.1#ING4
VSX1	XM_054196558.1#VSX1
TMEM141	XM_054220577.1#TMEM141
MMP15	XM_054201131.1#MMP15
EIF4A3	XM_054193928.1#EIF4A3
SEMA6D	XM_054214902.1#SEMA6D
HSPA5	XM_054220357.1#HSPA5
CIRBP	XM_054181731.1#CIRBP
LPAR1	XM_054185917.1#LPAR1
CIRBP	XM_054181732.1#CIRBP
LOC128912357	XM_054208110.1#LOC128912357
DTX2	XM_054209143.1#DTX2
TSNAXIP1	XM_054198546.1#TSNAXIP1
UBN1	XM_054212013.1#UBN1
FOXP1	XM_054215954.1#FOXP1
MANEA	XM_054196311.1#MANEA
TRIM29	XM_054223015.1#TRIM29
SLX9	XM_054209413.1#SLX9
HMGN1	XM_054208712.1#HMGN1
CELF4	XM_054185274.1#CELF4
PPP1R3G	XM_054191668.1#PPP1R3G
LOC128900221	XM_054181072.1#LOC128900221
HPS1	XM_054205719.1#HPS1
MYO9A	XM_054214436.1#MYO9A
TPD52	XM_054189891.1#TPD52
B2M	XM_054213576.1#B2M
LOC128901406	XM_054183361.1#LOC128901406
MCOLN2	XM_054212249.1#MCOLN2
ABCG4	XM_054223051.1#ABCG4
LOC128904423	XM_054188738.1#LOC128904423
MAP4K4	XM_054221080.1#MAP4K4
CLVS2	XM_054196426.1#CLVS2
LOC128911468	XM_054206422.1#LOC128911468
ZFR	XM_054184908.1#ZFR
PAICS	XM_054203021.1#PAICS
BCO1	XM_054200539.1#BCO1
CLCN2	XM_054207228.1#CLCN2
SLC12A7	XM_054192956.1#SLC12A7
UBAP2L	XM_054182453.1#UBAP2L
LOC128900812	XM_054182332.1#LOC128900812
DEPDC5	XM_054219145.1#DEPDC5
C15H17orf75	XM_054221277.1#C15H17orf75
