SNX24	XM_046905304#SNX24
ENSGALG00010022052	XM_015293717#IFFO1
ENSGALG00010012216	ENSGALT00010029307#BRD8
XM_040656029	XM_040656029#LOC121108349
ENSGALG00010016929	XM_015297218#EPHA8
ENSGALG00010014291	XM_015291403#OSTN
ENSGALG00010005251	ENSGALT00010012435#MTRF1L
ENSGALG00010005272	ENSGALT00010012515#MBNL2
ENSGALG00010023380	ENSGALT00010056986#USP5
ENSGALG00010008150	ENSGALT00010019441#TERT
ENSGALG00010016559	XM_424594#ROGDI
ENSGALG00010013119	NM_001001767#RNF114
ENSGALG00010020443	ENSGALT00010049432#PREPL
ENSGALG00010013053	ENSGALT00010031328#MRTFA
ENSGALG00010018157	ENSGALT00010043932#FBXL2
ENSGALG00010028751	XM_040649083#EHMT1
ENSGALG00010001389_4992	XM_015272893#LOC100859218
ENSGALG00010015186	ENSGALT00010036598#ENSGALG00010015186
ENSGALG00010021065	ENSGALT00010050964#CNNM2
ENSGALG00010029929	ENSGALT00010072339#GDPD1
ENSGALG00010013604	ENSGALT00010032778#FYN
ENSGALG00010011496	NM_204637#ACTR6
ENSGALG00010018849	ENSGALT00010045513#KCNH1
ENSGALG00010013582	XM_015277806#MAP4K4
ENSGALG00010008906	XM_046900317#DBN1
ENSGALG00010011297	ENSGALT00010026973#OSR2
ENSGALG00010005194	XM_040654087#ENSGALG00010005194
ENSGALG00010005297	XM_001233761#IL22RA2
XM_046905740	XM_046905741#LOC107052258
ENSGALG00010015869	XM_040699003#SLC7A2
ENSGALG00010015166	XM_015297724#YTHDF2
ENSGALG00010021761	ENSGALT00010052902#MAFB
ENSGALG00010009386	ENSGALT00010022392#TMEM60
ENSGALG00010017065	XM_040698499#VRK2
ENSGALG00010000458	ENSGALT00010000948#ENSGALG00010000458
ENSGALG00010022392	XM_425694#EMILIN3
ENSGALG00010023222	ENSGALT00010056614#ENSGALG00010023222
ENSGALG00010014145	ENSGALT00010033967#NTMT2
ENSGALG00010016418	XM_015280078#NFIB
ENSGALG00010000711	ENSGALT00010001516#SPRY2
ENSGALG00010013269	XM_015297776#INPP5B
ENSGALG00010016548	XM_046941831#EVL
ENSGALG00010024671	XM_004934887#KCTD20
ENSGALG00010024190	XM_025151944#WARS2
ENSGALG00010023299	ENSGALT00010056814#PASK
XM_040705723	XM_040705723#LOC107054090
ENSGALG00010016867	ENSGALT00010040703#FLT4
XM_046906152	XM_046906151#LOC121106528
ENSGALG00010004307	ENSGALT00010010048#NPC2
ENSGALG00010002393	NM_001397191#GPM6B
ENSGALG00010009613	ENSGALT00010022917#ENSGALG00010009613
ENSGALG00010024791	XM_046942391#SHANK2
ENSGALG00010029495	ENSGALT00010071305#RPL38
ENSGALG00010016848	ENSGALT00010040636#ENSGALG00010016848
ENSGALG00010005537	ENSGALT00010013247#GRIN3A
ENSGALG00010028686	XM_025143648#TAGLN2
ENSGALG00010001369	XM_015288990#PPP2R2D
ENSGALG00010025533	ENSGALT00010062297#INHBC
XM_040657044	XM_040657027#LOC101750635
ENSGALG00010028535	ENSGALT00010069098#TICAM1
ENSGALG00010005384	ENSGALT00010012801#MAPRE2
ENSGALG00010022184	XM_414754#PRKAR1B
ENSGALG00010000080	XM_040656809#ENSGALG00010000080
ENSGALG00010011808	ENSGALT00010028255#SMARCA2
ENSGALG00010004577	ENSGALT00010010643#ZPLD1
ENSGALG00010001164	ENSGALT00010002658#KPNA4
ENSGALG00010027266	ENSGALT00010066105#SLC26A6
ENSGALG00010007251	XM_015283730#SPAST
ENSGALG00010000323	XM_004934469#AP1B1
ENSGALG00010014035	ENSGALT00010033681#PSIP1
ENSGALG00010006735	NM_001397849#NR3C2
ENSGALG00010006046	XM_040654059#ENSGALG00010006046
ENSGALG00010028030	XM_040652447#PFDN2
ENSGALG00010003544	ENSGALT00010008256#OR52R1
ENSGALG00010027365	XM_025143909#PLEKHA6
ENSGALG00010005926	ENSGALT00010014221#NUDT5
ENSGALG00010005565	ENSGALT00010013335#PGAP4
ENSGALG00010015487	XM_015278511#RPS6KA6
ENSGALG00010027093	XM_046899835#SLMAP
ENSGALG00010005694	XM_046939745#ENSGALG00010005694
ENSGALG00010009087	ENSGALT00010021637#ENSGALG00010009087
ENSGALG00010012547	ENSGALT00010030073#ENSGALG00010012547
ENSGALG00010017860	ENSGALT00010043195#CYSLTR1
ENSGALG00010023380	ENSGALT00010056990#USP5
ENSGALG00010028900	XM_040648977#TNC
ENSGALG00010008412	ENSGALT00010020138#NEK1
ENSGALG00010003115	ENSGALT00010007257#UBE3D
ENSGALG00010020413	XM_015288598#CYP26A1
ENSGALG00010013359	ENSGALT00010032153#BTG1
ENSGALG00010028431	ENSGALT00010068863#ENSGALG00010028431
ENSGALG00010014903	NM_001397800#MCF2L
ENSGALG00010017533	XM_015286024#FAM193A
XM_430096	XM_015288422#C10orf128
ENSGALG00010029544	ENSGALT00010071415#ENSGALG00010029544
XM_040655229	XM_040655229#LOC121108205
ENSGALG00010004846	ENSGALT00010011265#TTLL2
ENSGALG00010009322	ENSGALT00010022189#ENSGALG00010009322
ENSGALG00010003052	XM_015272500#ENSGALG00010003052
ENSGALG00010017959	XM_015288753#PDZD7
ENSGALG00010025587	XM_040701723#LRRC56
ENSGALG00010001407	ENSGALT00010003253#FOXP2
ENSGALG00010000649	ENSGALT00010001361#PAPD7
ENSGALG00010021010	NM_001292086#LEO1
ENSGALG00010016787	ENSGALT00010040495#PPP2R5C
ENSGALG00010013412	NM_001278013#COMMD7
ENSGALG00010012303	ENSGALT00010029446#CA9
ENSGALG00010017619	XM_046940421#POLN
ENSGALG00010029635	ENSGALT00010071654#ENSGALG00010029635
ENSGALG00010020186	ENSGALT00010048767#MGA
ENSGALG00010029430	ENSGALT00010071201#FN3KRP
ENSGALG00010001964	ENSGALT00010004478#ENSGALG00010001964
ENSGALG00010024321	ENSGALT00010059300#UBE2L3
ENSGALG00010023443	ENSGALT00010057134#ENSGALG00010023443
ENSGALG00010020065	ENSGALT00010048489#TTYH3
ENSGALG00010014143	ENSGALT00010033966#NFATC2
ENSGALG00010017147	NM_001031368#SRSF7L
ENSGALG00010013697	ENSGALT00010033003#HDAC4
ENSGALG00010029240	ENSGALT00010070682#MIS12
ENSGALG00010029360	XM_046902307#ACACA
ENSGALG00010012809	ENSGALT00010030734#RHOBTB3
ENSGALG00010011106	XM_046943368#USP40
ENSGALG00010009223	ENSGALT00010022018#ENSGALG00010009223
ENSGALG00010022775	ENSGALT00010055379#ENSGALG00010022775
ENSGALG00010002282	ENSGALT00010005174#TSKU
ENSGALG00010005316	ENSGALT00010012611#PARP4
ENSGALG00010003331	ENSGALT00010007808#EPSTI1
ENSGALG00010010970	XM_015277260#TPM2
XM_046937941	XM_046937941#LOC124418321
ENSGALG00010026277	ENSGALT00010063946#SMARCD2
ENSGALG00010005415	XM_046917946#PRKDC
ENSGALG00010028432	ENSGALT00010068864#RFXANK
ENSGALG00010003267	ENSGALT00010007653#ENSGALG00010003267
ENSGALG00010004143	ENSGALT00010009667#TCF24
ENSGALG00010004096	XM_040696833#COL12A1
ENSGALG00010020433	ENSGALT00010049403#GNPTG
ENSGALG00010028743	ENSGALT00010069560#ARRDC1
ENSGALG00010010271	XM_015299716#HUNK
ENSGALG00010016304	ENSGALT00010039219#EIF3J
ENSGALG00010017326	ENSGALT00010041788#STON1
ENSGALG00010021749	XM_003641619#CLASP1
ENSGALG00010018315	ENSGALT00010044217#CLASP2
ENSGALG00010011161	XM_015290305#ENSGALG00010011161
ENSGALG00010005265	ENSGALT00010012484#DYNC2H1
ENSGALG00010024695	XM_422458#TRABD2B
ENSGALG00010014031	NM_001277717#RPL22L1
ENSGALG00010025559	ENSGALT00010062358#SLC6A17
ENSGALG00010008254	ENSGALT00010019744#ENSGALG00010008254
ENSGALG00010027093	XM_015293021#SLMAP
XM_025154602	XM_025154602#LOC112533336
ENSGALG00010017746	NM_001396425#MSH6
ENSGALG00010008832	XM_015283091#MTSS1
ENSGALG00010008076	ENSGALT00010019261#ENSGALG00010008076
XM_046906066	XM_040656932#LOC121108786
ENSGALG00010013312	ENSGALT00010032031#ENSGALG00010013312
ENSGALG00010011287	XM_040655579#ENSGALG00010011287
ENSGALG00010018721	ENSGALT00010045249#LRCH2
ENSGALG00010017820	ENSGALT00010043071#FLRT2
ENSGALG00010016629	XM_414663#LARS1
ENSGALG00010012052	ENSGALT00010028864#KLF10
ENSGALG00010023831	ENSGALT00010058100#SATB2
ENSGALG00010014985	ENSGALT00010036045#ENSGALG00010014985
ENSGALG00010022046	ENSGALT00010053614#CRY2
ENSGALG00010023825	ENSGALT00010058068#ENSGALG00010023825
ENSGALG00010019000	ENSGALT00010045984#TRERF1
ENSGALG00010020217	ENSGALT00010048814#ENSGALG00010020217
ENSGALG00010009679	XM_040702297#ANK3
ENSGALG00010016159	ENSGALT00010038833#ASPG
ENSGALG00010011168	XM_040655108#TSPAN19
XM_040700474	XM_040700474#LOC121113240
ENSGALG00010017537	ENSGALT00010042394#MANBA
ENSGALG00010002150	ENSGALT00010004812#EIF3A
ENSGALG00010001445	XM_040654634#ENSGALG00010001445
ENSGALG00010011453	XM_416329#GNPTAB
ENSGALG00010020712	ENSGALT00010050048#ZC3H7A
ENSGALG00010029428	ENSGALT00010071195#FN3K
ENSGALG00010021054	ENSGALT00010050940#FEZF2
ENSGALG00010007141	ENSGALT00010017019#PRKD3
XM_040696165	XM_040696164#LOC121113107
ENSGALG00010012089	ENSGALT00010028978#ENSGALG00010012089
ENSGALG00010020865	XM_025155559#BICDL1
ENSGALG00010021639	ENSGALT00010052565#SCG5
XM_015283211	XM_015283211#LOC107052820
ENSGALG00010012044	ENSGALT00010028853#ENSGALG00010012044
ENSGALG00010015283	XM_015293950#ENSGALG00010015283
ENSGALG00010005536	ENSGALT00010013253#TAF4B
XM_040653984	XM_040653984#LOC107050438
ENSGALG00010013753	ENSGALT00010033027#PLEKHA5
ENSGALG00010003166	ENSGALT00010007380#PGAP2
ENSGALG00010018348	XM_040701839#TOGARAM1
ENSGALG00010011819	XM_040672003#USP44
ENSGALG00010015164	ENSGALT00010036539#ENSGALG00010015164
XM_003640449	XM_003640449#LOC100857210
ENSGALG00010028084	NM_001080887#ENG
ENSGALG00010004245	ENSGALT00010009936#ARFGEF3
ENSGALG00010006024	ENSGALT00010014404#AMER2
ENSGALG00010025876	ENSGALT00010063069#ENSGALG00010025876
ENSGALG00010001620	NM_001177517#MOSPD2
ENSGALG00010010122	ENSGALT00010024048#THBS4
ENSGALG00010027975	XM_015293462#IQSEC1
ENSGALG00010027110	XM_428036#IKBKE
ENSGALG00010023814	XM_040651464#ENSGALG00010023814
ENSGALG00010003968	XM_025145703#DSN1
ENSGALG00010021706	ENSGALT00010052763#ENSGALG00010021706
ENSGALG00010001773	XM_040663344#NRCAM
ENSGALG00010004372	XM_046939718#SYNJ2
ENSGALG00010014111	ENSGALT00010033883#GORAB
ENSGALG00010008343	XM_046938987#TNFRSF21
ENSGALG00010026485	NM_001197288#ACAA1
ENSGALG00010000133	ENSGALT00010000239#USP39
ENSGALG00010021778	ENSGALT00010052954#RBL2
ENSGALG00010003296	XM_040660325#ENSGALG00010003296
ENSGALG00010018032	ENSGALT00010043585#ERO1A
ENSGALG00010019865	ENSGALT00010047975#ENSGALG00010019865
ENSGALG00010002590	XM_025148941#ATP6V1C2
ENSGALG00010011059	XM_040656077#ENSGALG00010011059
ENSGALG00010013001	ENSGALT00010031214#ADGRV1
ENSGALG00010010740	ENSGALT00010025646#CCDC134
ENSGALG00010006034	ENSGALT00010014438#ENSGALG00010006034
ENSGALG00010002374	XM_040698428#DST
ENSGALG00010005699	XM_040654748#PRPF18
ENSGALG00010024943	ENSGALT00010060922#ABCB9
ENSGALG00010027368	ENSGALT00010066361#EMC3
ENSGALG00010017104	NM_001033941#FANCL
ENSGALG00010020646	ENSGALT00010049847#CEP70
ENSGALG00010014300	ENSGALT00010034446#ELFN2
XM_001231851	XM_001231851#LOC768747
ENSGALG00010019789	XM_015292040#ARNT2
ENSGALG00010005286_18466	ENSGALT00010012523#ENSGALG00010005286
ENSGALG00010015134	ENSGALT00010036458#PLN
ENSGALG00010014295	XM_015286520#CACNA1C
ENSGALG00010010150	XM_015280253#NTRK2
ENSGALG00010027650	ENSGALT00010067013#CCDC124
ENSGALG00010015037	XM_414567#CYFIP2
ENSGALG00010020507	NM_204405#ANKRD1
ENSGALG00010009254	ENSGALT00010022063#SLC26A4
ENSGALG00010009616	XM_415964#ARMC10
ENSGALG00010029580	ENSGALT00010071500#P2RX1
ENSGALG00010026066	ENSGALT00010063545#SELENOP2
ENSGALG00010024153	ENSGALT00010058904#KCNQ1
ENSGALG00010003214	ENSGALT00010007511#PRDX4
ENSGALG00010008701	ENSGALT00010020631#ENSGALG00010008701
ENSGALG00010005552	ENSGALT00010013284#WDR37
ENSGALG00010000106	ENSGALT00010000188#ENSGALG00010000106
ENSGALG00010010900	ENSGALT00010026085#SLC34A2
ENSGALG00010027335	ENSGALT00010066284#MAST3
ENSGALG00010014676	NM_001205097#UBE2V1
ENSGALG00010027555	XM_004944468#ENSGALG00010027555
ENSGALG00010017579	ENSGALT00010042498#P3H2
ENSGALG00010027202	ENSGALT00010065953#CHAF1A
ENSGALG00010001786	ENSGALT00010004071#P2RY8
ENSGALG00010017343	ENSGALT00010041870#DLG1
XM_040656909	XM_025146521#LOC107049816
ENSGALG00010013079	ENSGALT00010031354#ENSGALG00010013079
ENSGALG00010020232	XM_025151252#SLC6A5
ENSGALG00010018123	ENSGALT00010043807#USP13
ENSGALG00010029602	ENSGALT00010071562#MTMR4
ENSGALG00010008938	ENSGALT00010021267#ZBED4
ENSGALG00010022373	ENSGALT00010054459#AK5
ENSGALG00010006081	XM_001232231#ZDHHC14
ENSGALG00010027036	ENSGALT00010065535#NUCKS1
ENSGALG00010028766	ENSGALT00010069611#ENSGALG00010028766
ENSGALG00010007753	ENSGALT00010018413#PRSS23
ENSGALG00010012083	ENSGALT00010028955#MGP
ENSGALG00010016498	ENSGALT00010039776#KIF23
ENSGALG00010002576	ENSGALT00010005910#HELQ
ENSGALG00010022778	ENSGALT00010055377#GDF11
ENSGALG00010021466	ENSGALT00010052043#HES4
ENSGALG00010021617	XM_046943062#SORBS1
ENSGALG00010024596	XM_015291015#EPS15
ENSGALG00010002767	ENSGALT00010006406#ENSGALG00010002767
ENSGALG00010022062	XM_015292974#MITF
ENSGALG00010024937	ENSGALT00010060911#ILKAP
ENSGALG00010027702	XM_015298985#FOXP4
XM_046904023	XM_046904023#LOC121107578
ENSGALG00010009884	ENSGALT00010023583#GFOD1
ENSGALG00010027501	NM_001030590#BAP1
ENSGALG00010007793	ENSGALT00010018563#ENSGALG00010007793
ENSGALG00010021664	XM_001232632#TYSND1
ENSGALG00010014295	XM_040651917#CACNA1C
ENSGALG00010014967	XM_040646839#HNRNPH1
ENSGALG00010018397	NM_001277153#FAM173A
ENSGALG00010016276	ENSGALT00010039185#ACTR2
ENSGALG00010004312	XM_040698983#PDLIM5
ENSGALG00010025919	NM_204505#RGS9BP
ENSGALG00010022760	XM_046944252#ELAVL4
ENSGALG00010010007	XM_015277401#CTIF
ENSGALG00010023571	ENSGALT00010057386#APLP2
ENSGALG00010017272	XM_040696736#NRXN1
ENSGALG00010022222	ENSGALT00010054065#ENSGALG00010022222
ENSGALG00010006075	ENSGALT00010014526#SOX21
ENSGALG00010015766	ENSGALT00010037964#TLE1
ENSGALG00010019557	XM_015276760#TRIM9
ENSGALG00010010534	XM_015299854#SYNJ1
ENSGALG00010029436	ENSGALT00010071213#WDR45B
XM_040653975	XM_040653975#LOC121107805
ENSGALG00010013636	ENSGALT00010032802#PLCZ1
ENSGALG00010012195	ENSGALT00010030163#ITSN1
ENSGALG00010024001	XM_046944951#ENSGALG00010024001
ENSGALG00010020111	ENSGALT00010048570#ADRA2B
ENSGALG00010005562	XM_040702162#HECTD1
ENSGALG00010001358	ENSGALT00010003123#TCERG1L
ENSGALG00010023289	XM_015297988#NFRKB
ENSGALG00010007467	XM_001231434#CHODL
XM_040707277	XM_040707277#LOC121111697
ENSGALG00010027977	ENSGALT00010067816#BOLA1
ENSGALG00010025600	ENSGALT00010062471#ENSGALG00010025600
ENSGALG00010005562	ENSGALT00010013324#HECTD1
ENSGALG00010010982	ENSGALT00010026299#ZBTB21
ENSGALG00010002809	XM_015302527#SH3KBP1
ENSGALG00010003472	ENSGALT00010008064#FAM110B
ENSGALG00010009993	ENSGALT00010023767#ENSGALG00010009993
ENSGALG00010005704	ENSGALT00010013617#AKAP12
ENSGALG00010000201	ENSGALT00010000396#ENSGALG00010000201
ENSGALG00010006187	ENSGALT00010014730#TCF21
ENSGALG00010005188	XM_046938229#ENSGALG00010005188
ENSGALG00010021434	XM_015290089#ANKZF1
ENSGALG00010016930	ENSGALT00010040879#C10H15ORF48
ENSGALG00010016733	ENSGALT00010040357#PHC3
ENSGALG00010000376	XM_046901415#ASCC2
ENSGALG00010019076	XM_015296963#ESPN
ENSGALG00010021103	NM_205024#RBMS1
ENSGALG00010012600	ENSGALT00010030182#NUP107
ENSGALG00010017618	ENSGALT00010042579#ENSGALG00010017618
ENSGALG00010005835	XM_040656213#ENSGALG00010005835
ENSGALG00010000340	XM_040657239#NAA10
ENSGALG00010024865	XM_046933495#SNAP47
ENSGALG00010016109	XM_418828#MLH1
ENSGALG00010015162	ENSGALT00010036540#SLCO1C1
ENSGALG00010020533	XM_046900840#ENSGALG00010020533
ENSGALG00010027267	XM_015300059#MYO9B
ENSGALG00010022911	ENSGALT00010055755#SMPD3
ENSGALG00010004210	ENSGALT00010009828#SYNCRIP
ENSGALG00010021145	XM_015297266#EIF4G3
ENSGALG00010005246	XM_419183#ENSGALG00010005246
ENSGALG00010015792	XM_046942580#MARK3
ENSGALG00010017715	ENSGALT00010042833#CILP
ENSGALG00010006855	XM_003641161#DCLK2
ENSGALG00010013304	XM_004934549#KCNJ15
ENSGALG00010016810	XM_046898885#SH3GL3
ENSGALG00010001325	ENSGALT00010003063#ENSGALG00010001325
ENSGALG00010008310	ENSGALT00010019872#EXOSC5
ENSGALG00010013604	ENSGALT00010032694#FYN
ENSGALG00010021265	NM_001199690#SIPA1L1
ENSGALG00010014976	ENSGALT00010036026#ITGB2
ENSGALG00010001520	XM_015291649#KCNAB1
ENSGALG00010013080	XM_004938545#ARHGEF7
ENSGALG00010027497	XM_015279313#KCNT1
ENSGALG00010020692	XM_040701350#TUB
XM_040656574	XM_040656574#TMEM267
ENSGALG00010028762	XM_015279264#CACNA1B
ENSGALG00010021945	ENSGALT00010053365#C1QTNF4
ENSGALG00010022448	ENSGALT00010054602#FERRY3
ENSGALG00010008083	NM_001398182#FANCA
ENSGALG00010008750	NM_001277148#PFDN1
ENSGALG00010016618	XM_015280329#TRPM3
ENSGALG00010016993	XM_040651350#ENSGALG00010016993
ENSGALG00010028109	XM_040653624#TJP3
ENSGALG00010027917	ENSGALT00010067671#PPARG
XM_025154347	XM_040707223#TAT
ENSGALG00010019697	ENSGALT00010047552#EIF4EBP1
ENSGALG00010010845	XM_040655116#FKRP
ENSGALG00010030014	NM_001030720#ENSGALG00010030014
ENSGALG00010021309	ENSGALT00010051696#ST3GAL3
ENSGALG00010003152	ENSGALT00010007346#ENSGALG00010003152
ENSGALG00010026355	XM_040652775#PPP1R12B
ENSGALG00010017852	XM_025142904#LETM2
ENSGALG00010018179	XM_003641264#PRADC1
ENSGALG00010029154	ENSGALT00010070452#UTS2R
ENSGALG00010007326	XM_015276548#RWDD4
ENSGALG00010027693	ENSGALT00010067122#RAB14
ENSGALG00010018315	XM_040682671#CLASP2
ENSGALG00010021945	ENSGALT00010053382#C1QTNF4
ENSGALG00010029743	XM_040649534#MYOCD
ENSGALG00010003072	ENSGALT00010007161#ELF1
ENSGALG00010004214	XM_025148733#REPS1
ENSGALG00010023706	ENSGALT00010057817#CDK5RAP3
ENSGALG00010021153	ENSGALT00010051255#PTPRF
ENSGALG00010018462	XM_015287308#KTN1
ENSGALG00010002012	XM_025148536#MID1
ENSGALG00010024586	XM_046902958#DLGAP4
XM_040655257	XM_040655257#LOC121108213
ENSGALG00010027329	XM_046927826#MINDY4
ENSGALG00010015017	ENSGALT00010036114#FAM184A
ENSGALG00010029268	XM_040649733#PCTP
ENSGALG00010027244	XM_418249#ARHGEF18
ENSGALG00010018875	XM_015278434#ENSGALG00010018875
ENSGALG00010006434	XM_046940385#MMAA
ENSGALG00010016931	XM_004943809#SLC30A4
ENSGALG00010028137	ENSGALT00010068184#NUP214
ENSGALG00010028076	ENSGALT00010068030#ST6GALNAC6
ENSGALG00010024142	NM_001177415#DNAJC6
ENSGALG00010015765	ENSGALT00010037951#ENSGALG00010015765
ENSGALG00010024553	XM_025145291#ASB8
ENSGALG00010017430	XM_015294424#CACNA1H
ENSGALG00010016111	XM_040651635#EPB41
ENSGALG00010023769	ENSGALT00010057949#ENSGALG00010023769
ENSGALG00010006421	ENSGALT00010015331#LMF2
XM_046906223	XM_046906223#LOC124417583
ENSGALG00010003812	XM_046901466#BG8
ENSGALG00010013175	XM_025155914#HIPK2
ENSGALG00010003560	XM_040699438#ADGRL3
ENSGALG00010024001	XM_025152926#ENSGALG00010024001
ENSGALG00010020120	XM_046938816#DAAM2
ENSGALG00010021602	ENSGALT00010052440#PLEKHG4
ENSGALG00010029585	ENSGALT00010071519#ENSGALG00010029585
ENSGALG00010007521	XM_040683287#SLC12A7
ENSGALG00010003960	XM_040696546#ASPH
ENSGALG00010017357	XM_040651539#ENSGALG00010017357
ENSGALG00010004086	ENSGALT00010009496#UTP3
ENSGALG00010017367	NM_001006149#TIMD4
ENSGALG00010020588	XM_046942679#PALD1
ENSGALG00010023884	ENSGALT00010058199#C2orf69
ENSGALG00010010968	ENSGALT00010026264#RRP7A
ENSGALG00010006715	XM_046899389#IRF8
ENSGALG00010021665	XM_015279106#CNOT1
ENSGALG00010007252	ENSGALT00010017316#NFATC1
ENSGALG00010018149	ENSGALT00010043861#ENSGALG00010018149
ENSGALG00010015490	XM_040662501#RANBP2
ENSGALG00010025436	ENSGALT00010062101#ENSGALG00010025436
ENSGALG00010029230	XM_415871#PPM1E
ENSGALG00010028314	XM_040652382#MEF2D
ENSGALG00010020532	NM_204364#SIX3
ENSGALG00010029804	ENSGALT00010072106#ITGB4
ENSGALG00010005015	XM_015287437#NRXN3
ENSGALG00010002763	XM_420591#SEPTIN11
ENSGALG00010003126	XM_025150263#ENSGALG00010003126
XM_040654696	XM_040654696#LOC112530842
ENSGALG00010011412	XM_046943946#KANSL1L
ENSGALG00010029728	XM_004946104#TNRC6C
ENSGALG00010018160	ENSGALT00010043934#ENSGALG00010018160
ENSGALG00010017351	ENSGALT00010041845#CCR2
ENSGALG00010017767	NM_204975#KIF4B
ENSGALG00010029489	ENSGALT00010071294#ENSGALG00010029489
ENSGALG00010027186	ENSGALT00010065917#PLXNA2
ENSGALG00010022244	ENSGALT00010054123#ENTPD7
ENSGALG00010014912	ENSGALT00010035874#ENSGALG00010014912
ENSGALG00010017313	XM_025149407#MAP4K3
ENSGALG00010022028	ENSGALT00010053557#FGD5
ENSGALG00010027093	XM_046899846#SLMAP
ENSGALG00010027869	XM_415535#NSMF
ENSGALG00010001273	XM_015291762#ENSGALG00010001273
ENSGALG00010029667	XM_046902050#TMEM104
ENSGALG00010018049	ENSGALT00010043646#SUGCT
ENSGALG00010014320	NM_001396144#UTS2B
ENSGALG00010019169	XM_015297063#GPR153
ENSGALG00010029162	ENSGALT00010070470#ELN
ENSGALG00010012419	XM_015284529#HACE1
ENSGALG00010005590	NM_001397129#TBC1D23
ENSGALG00010025250	XM_046944908#GLIS1
ENSGALG00010022135	ENSGALT00010053839#CHST1
XM_025155899	XM_025155899#IER3
ENSGALG00010018410	XM_015286064#EXOC6B
ENSGALG00010022827	ENSGALT00010055542#CMTR2
ENSGALG00010014418	ENSGALT00010034679#RAC2
ENSGALG00010005239	ENSGALT00010012392#ENSGALG00010005239
ENSGALG00010021238	XM_001232779#NDUFS8
ENSGALG00010005491	ENSGALT00010013128#GGACT
ENSGALG00010022783	ENSGALT00010055398#STAG1
ENSGALG00010001426	ENSGALT00010003286#ATE1
ENSGALG00010012050	ENSGALT00010028862#ENSGALG00010012050
ENSGALG00010009344	ENSGALT00010022266#ENPP2
ENSGALG00010008374	XM_015292710#ZNF821
ENSGALG00010003918	ENSGALT00010009069#HTR1E
ENSGALG00010028605	ENSGALT00010069280#GTPBP3
ENSGALG00010014393	XM_040699787#ATP8A1
ENSGALG00010007971	XM_040650340#ENSGALG00010007971
ENSGALG00010004395	ENSGALT00010010271#BOC
ENSGALG00010010970	XM_015277262#TPM2
XM_046939332	XM_046939332#LOC124417848
ENSGALG00010003266_15183	ENSGALT00010007655#ENSGALG00010003266
ENSGALG00010020325	XM_040701895#ENSGALG00010020325
ENSGALG00010025585	NM_001396364#SARNP
ENSGALG00010028900	ENSGALT00010069922#TNC
ENSGALG00010029347	ENSGALT00010070972#PRPF8
ENSGALG00010016661	XM_003642511#UBE4B
ENSGALG00010014192	ENSGALT00010034232#KDM1A
ENSGALG00010010800	XM_040655126#BICRA
ENSGALG00010016304	ENSGALT00010039231#EIF3J
ENSGALG00010010330	XM_046905584#ALPK2
ENSGALG00010012970	ENSGALT00010031119#UNC5A
ENSGALG00010006082	ENSGALT00010014550#ENSGALG00010006082
ENSGALG00010013482	XM_040650973#ENSGALG00010013482
ENSGALG00010022226	XM_040648314#FBRSL1
ENSGALG00010017534	ENSGALT00010042387#ATP11C
XM_046902897	XM_046902897#LOC124417322
ENSGALG00010011790	ENSGALT00010028191#AMY2A
ENSGALG00010004591	ENSGALT00010010668#RRS1
ENSGALG00010006346	XM_046901791#NSUN3
ENSGALG00010007751	ENSGALT00010018411#HSPA13
ENSGALG00010026393	XM_025151165#SLC43A3
ENSGALG00010015929	ENSGALT00010038389#SLC6A12
XM_040704891	XM_040704891#LOC121111382
ENSGALG00010013820	XM_015291383#MASP1
ENSGALG00010027535	NM_204320#GUCA1A
ENSGALG00010000794	ENSGALT00010001739#ENSGALG00010000794
ENSGALG00010003818	ENSGALT00010008828#GAB2
ENSGALG00010000649	XM_040686949#PAPD7
ENSGALG00010021111	NM_001005791#AVEN
ENSGALG00010026759	XM_046944683#OMA1
ENSGALG00010018261	ENSGALT00010044083#PRNP
ENSGALG00010014682	XM_420218#IL13RA1
ENSGALG00010013015	ENSGALT00010031219#PLA2G6
ENSGALG00010013201	ENSGALT00010031695#GYS2
ENSGALG00010026173	ENSGALT00010063732#CDK12
ENSGALG00010016355	XM_004943437#MCF2L2
ENSGALG00010009378	ENSGALT00010022370#ENSGALG00010009378
XM_040704147	XM_040704147#LOC101751440
ENSGALG00010009320	ENSGALT00010022202#GPR20
ENSGALG00010024354	ENSGALT00010059409#C2CD2L
ENSGALG00010021947	XM_015286304#CDK2AP2
ENSGALG00010022760	ENSGALT00010055357#ELAVL4
ENSGALG00010010014	XM_046944325#GLUL
ENSGALG00010011379	XM_004937078#CELF4
ENSGALG00010018819	XM_040706360#LRRC28
ENSGALG00010018891	ENSGALT00010045671#GNRH1
ENSGALG00010002591	ENSGALT00010005993#ENSGALG00010002591
ENSGALG00010002917	ENSGALT00010006774#PGLS
XM_046904107	XM_046904107#LOC124417404
ENSGALG00010002884	XM_015282750#ADHFE1
ENSGALG00010015756	XM_046939859#PCM1
ENSGALG00010002536	ENSGALT00010005822#RGL2
ENSGALG00010017644	XM_025155142#RBBP6
ENSGALG00010022979	XM_040650754#LAMA5
ENSGALG00010024785	NM_001293218#MCEE
ENSGALG00010016094	XM_015291989#FGF7
ENSGALG00010002056	XM_046942970#PRLHR
ENSGALG00010015119	XM_015285656#TLR1A
