LOC135326608	XM_064504424.1#LOC135326608
LOC112990889	XM_064517962.1#LOC112990889
LOC135324850	XM_064501841.1#LOC135324850
IL20RB	XM_026107696.2#IL20RB
WDR83OS	XM_064499314.1#WDR83OS
ESR1	XM_064509138.1#ESR1
FBF1	XM_026099124.2#FBF1
LOC135324793	XM_064501712.1#LOC135324793
SERBP1	XM_064516343.1#SERBP1
ZNF185	XM_026099326.2#ZNF185
CLOCK	XM_064511140.1#CLOCK
LOC112994464	XM_026118827.2#LOC112994464
SNTB2	XM_064519866.1#SNTB2
CDKN1C	XM_064513129.1#CDKN1C
RBFOX2	XM_026117967.2#RBFOX2
LOC135330642	XM_064524868.1#LOC135330642
DBN1	XM_064520993.1#DBN1
LOC135324941	XM_064502077.1#LOC135324941
MCM4	XM_064507565.1#MCM4
BEND2	XM_026120733.2#BEND2
PES1	XM_026108137.2#PES1
SFRP1	XM_026112222.2#SFRP1
SEMA6D	XM_064517351.1#SEMA6D
ZFYVE27	XM_064514097.1#ZFYVE27
LOC112992639	XM_026115842.2#LOC112992639
LRCH3	XM_064516757.1#LRCH3
LOC135325076	XM_064502545.1#LOC135325076
PTK2B	XM_064508207.1#PTK2B
LOC112980000	XM_064509916.1#LOC112980000
ENG	XM_064523673.1#ENG
GHDC	XM_064524780.1#GHDC
RGR	XM_026116722.2#RGR
RIPK1	XM_064507097.1#RIPK1
STEAP2	XM_064506035.1#STEAP2
EIF3H	XM_026110099.2#EIF3H
ARHGAP12	XM_064505817.1#ARHGAP12
ACYP2	XM_026108157.2#ACYP2
STX16	XM_026105326.2#STX16
MPHOSPH9	XM_026114675.2#MPHOSPH9
CACNA1H	XM_064520075.1#CACNA1H
ARGLU1	XM_026121637.2#ARGLU1
LOC112992085	XM_026114963.2#LOC112992085
TCP11L2	XM_026117985.2#TCP11L2
BTAF1	XM_026094131.2#BTAF1
CORO6	XM_064523228.1#CORO6
ERC1	XM_026117004.2#ERC1
MYCBP2	XM_064504737.1#MYCBP2
RPL18A	XM_026092411.2#RPL18A
TANK	XM_064514847.1#TANK
SEPTIN11	XM_064510442.1#SEPTIN11
RPS6KA3	XM_026120696.2#RPS6KA3
LOC112987088	XM_064499747.1#LOC112987088
LOC112981200	XM_026096676.2#LOC112981200
LOC112984935	XM_026103159.2#LOC112984935
NKX2-8	XM_064512146.1#NKX2-8
CHD5	XM_064525374.1#CHD5
TNFAIP3	XM_026121439.2#TNFAIP3
NDUFA13	XM_064497507.1#NDUFA13
ACP6	XM_026093357.2#ACP6
SNX12	XM_064518391.1#SNX12
SRA1	XM_026105502.2#SRA1
SMARCA4	XM_064499303.1#SMARCA4
SFPQ	XM_026104650.2#SFPQ
SEMA3E	XM_026119366.2#SEMA3E
SPACA9	XM_064523807.1#SPACA9
ARFIP1	XM_026104949.2#ARFIP1
COBL	XM_026102308.2#COBL
ABLIM3	XM_064521041.1#ABLIM3
ZP2	XM_064520275.1#ZP2
MANBAL	XM_026093007.2#MANBAL
SEMA6D	XM_064517349.1#SEMA6D
LOC135326343	XM_064504224.1#LOC135326343
DGKE	XM_026098956.2#DGKE
LRPPRC	XM_064509585.1#LRPPRC
PDXK	XM_026098023.2#PDXK
LOC135323454	XM_026115443.2#LOC135323454
LOC112991675	XM_026114334.2#LOC112991675
ELOVL5	XM_064508572.1#ELOVL5
LOC112981116	XM_026096493.2#LOC112981116
SCYL1	XM_064503220.1#SCYL1
SHB	XM_064501378.1#SHB
STK24	XM_026119416.2#STK24
MAP4K4	XM_064502609.1#MAP4K4
PIGV	XM_064525032.1#PIGV
KLHL23	XM_026093498.2#KLHL23
GABRB1	XM_026093585.2#GABRB1
PLAG1	XM_064507523.1#PLAG1
PREX1	XM_064521461.1#PREX1
LOC135324045	XM_064499477.1#LOC135324045
CAMTA1	XM_064525333.1#CAMTA1
LOC112983172	XM_026100108.2#LOC112983172
MAGI3	XM_064498090.1#MAGI3
TVP23A	XM_064520400.1#TVP23A
SGSM2	XM_026106591.2#SGSM2
LOC112995738	XM_026120909.2#LOC112995738
HSPA12B	XM_064511706.1#HSPA12B
TSPAN5	XM_064510509.1#TSPAN5
AFDN	XM_064509327.1#AFDN
PUM2	XM_026116663.2#PUM2
SLC2A2	XM_026105787.2#SLC2A2
NCOR2	XM_064522032.1#NCOR2
LOC135324445	XM_064500812.1#LOC135324445
ZCRB1	XM_026117711.2#ZCRB1
LOC112989065	XM_026109972.2#LOC112989065
LOC112985425	XM_026104033.2#LOC112985425
TRIM42	XM_026109704.2#TRIM42
PITPNM3	XM_064522978.1#PITPNM3
OSBPL1A	XM_064507315.1#OSBPL1A
LOC135324899	XM_064501955.1#LOC135324899
PAX6	XM_064512903.1#PAX6
STIMATE	XM_064518680.1#STIMATE
LOC112987081	XM_026106771.2#LOC112987081
LOC112993673	XM_064514197.1#LOC112993673
CLASRP	XM_064503073.1#CLASRP
FAM120A	XM_064518878.1#FAM120A
FAM3A	XM_064503488.1#FAM3A
PAICS	XM_064511125.1#PAICS
HOOK1	XM_026105066.2#HOOK1
HAUS8	XM_026105912.2#HAUS8
SMIM29	XM_064498012.1#SMIM29
DENND6A	XM_064518959.1#DENND6A
CHD2	XM_064517199.1#CHD2
CHRAC1	XM_026113718.2#CHRAC1
TACC3	XM_026112742.2#TACC3
TPK1	XM_064506634.1#TPK1
SHH	XM_026103353.2#SHH
S100A10	XM_064498994.1#S100A10
UBN1	XM_064520464.1#UBN1
LOC112987050	XM_026106729.2#LOC112987050
LOC112983734	XM_064515613.1#LOC112983734
DMD	XM_064497819.1#DMD
LOC135323513	XM_064501934.1#LOC135323513
KEL	XM_026112894.2#KEL
LOC135326778	XM_064504544.1#LOC135326778
FAM167B	XM_026098220.2#FAM167B
SMAP1	XM_026095886.2#SMAP1
TEKTIP1	XM_064497212.1#TEKTIP1
SLC24A5	XM_064517337.1#SLC24A5
MAGI2	XM_064505115.1#MAGI2
TEAD1	XM_026104532.2#TEAD1
GPHN	XM_064512469.1#GPHN
SPECC1L	XM_064522221.1#SPECC1L
SCRIB	XM_064508029.1#SCRIB
LIMK2	XM_064522253.1#LIMK2
EEF2K	XM_064520267.1#EEF2K
PA2G4	XM_064498576.1#PA2G4
LOC135323702	XM_064497919.1#LOC135323702
ATP2C2	XM_026092618.2#ATP2C2
DNAI7	XM_026092649.2#DNAI7
WDR73	XM_064505260.1#WDR73
LOC112991249	XM_026113601.2#LOC112991249
LOC135324399	XM_064500521.1#LOC135324399
KIF1B	XM_064525581.1#KIF1B
TPBG	XM_064508712.1#TPBG
PAK5	XM_064510001.1#PAK5
GNA13	XM_026099025.2#GNA13
LOC112991518	XM_064516439.1#LOC112991518
ZDHHC8	XM_064522105.1#ZDHHC8
SAP18	XM_026108853.2#SAP18
ZNF185	XM_026099264.2#ZNF185
COL21A1	XM_064508590.1#COL21A1
PLCL2	XM_064506230.1#PLCL2
NEK3	XM_026108459.2#NEK3
TUBGCP4	XM_064517739.1#TUBGCP4
SDCBP	XM_026102384.2#SDCBP
LOC112996975	XM_026122743.2#LOC112996975
LOC112980637	XM_026095640.2#LOC112980637
LMO7	XM_064504744.1#LMO7
LOC135329410	XM_064517826.1#LOC135329410
ELN	XM_064523472.1#ELN
MDM2	XM_064508886.1#MDM2
SRPK2	XM_064505465.1#SRPK2
LINGO3	XM_064497265.1#LINGO3
LY86	XM_026114887.2#LY86
UBE2F	XM_064515370.1#UBE2F
LOC112994599	XM_026119066.2#LOC112994599
TRIO	XM_064506864.1#TRIO
SOD2	XM_026109831.2#SOD2
RWDD4	XM_064511016.1#RWDD4
GNB4	XM_026113532.2#GNB4
LOC112994703	XM_026119226.2#LOC112994703
ATP13A2	XM_064497134.1#ATP13A2
USO1	XM_064510399.1#USO1
MDM1	XM_064508844.1#MDM1
ST18	XM_026097762.2#ST18
PRR15L	XM_026106917.2#PRR15L
ANKRD17	XM_064510413.1#ANKRD17
ADGRG4	XM_026110923.2#ADGRG4
LOC135325079	XM_064502547.1#LOC135325079
NPRL3	XM_064520582.1#NPRL3
HSBP1	XM_026092587.2#HSBP1
ERC2	XM_064518916.1#ERC2
LOC135326425	XM_064504312.1#LOC135326425
PLEK2	XM_064512479.1#PLEK2
NR0B2	XM_026098107.2#NR0B2
SRSF5	XM_026095695.2#SRSF5
PARD3B	XM_064515264.1#PARD3B
LOC112986829	XM_064517793.1#LOC112986829
LOC112992384	XM_026115397.2#LOC112992384
MIS18A	XM_026103565.2#MIS18A
MAK	XM_064507053.1#MAK
STAU1	XM_026106556.2#STAU1
LOC135323427	XM_064501466.1#LOC135323427
CTTNBP2	XM_026097351.2#CTTNBP2
IBTK	XM_026121055.2#IBTK
KLHDC4	XM_026107942.2#KLHDC4
UBR1	XM_064512570.1#UBR1
TMEM259	XM_026108321.2#TMEM259
SPOCK2	XM_064513611.1#SPOCK2
SEC24C	XM_064513872.1#SEC24C
ALX3	XM_026112037.2#ALX3
LOC135324676	XM_064501411.1#LOC135324676
LIMA1	XM_064498627.1#LIMA1
LOC112988021	XM_064499668.1#LOC112988021
LOC112993552	XM_064509337.1#LOC112993552
LOC112996862	XM_026122567.2#LOC112996862
DNAAF4	XM_064517397.1#DNAAF4
LRRC47	XM_064525397.1#LRRC47
TYRP1	XM_026097760.2#TYRP1
LOC112978782	XM_064500661.1#LOC112978782
MAPK8IP3	XM_064520638.1#MAPK8IP3
SDHA	XM_026099850.2#SDHA
EPHX1	XM_026094647.2#EPHX1
CPSF7	XM_026109234.2#CPSF7
AP3B2	XM_064517660.1#AP3B2
USP48	XM_064525693.1#USP48
TBC1D16	XM_064522861.1#TBC1D16
TRRAP	XM_064520235.1#TRRAP
SOS2	XM_064511807.1#SOS2
LARP1B	XM_064510679.1#LARP1B
TTI1	XM_026107100.2#TTI1
LOC112989105	XM_064516441.1#LOC112989105
LOC135326461	XM_064504329.1#LOC135326461
PTP4A2	XM_064525188.1#PTP4A2
LOC112979459	XM_064514921.1#LOC112979459
NLRC5	XM_064519356.1#NLRC5
SLIT3	XM_026098439.2#SLIT3
PDK3	XM_026103378.2#PDK3
LOC112990861	XM_064518926.1#LOC112990861
TBC1D15	XM_026100372.2#TBC1D15
OGFOD3	XM_026120558.2#OGFOD3
LOC112982011	XM_026098070.2#LOC112982011
KNG1	XM_026094816.2#KNG1
NOP53	XM_064502991.1#NOP53
ANO7	XM_026109314.2#ANO7
ABCB6	XM_026095714.2#ABCB6
TMEM151B	XM_064509522.1#TMEM151B
CDH23	XM_064513627.1#CDH23
LOC112996840	XM_064508593.1#LOC112996840
ILRUN	XM_064498329.1#ILRUN
LOC135327062	XM_064504678.1#LOC135327062
MILR1	XM_026098918.2#MILR1
SGSM1	XM_064521873.1#SGSM1
NUP62CL	XM_064518279.1#NUP62CL
NCALD	XM_064507642.1#NCALD
RTN4	XM_026108049.2#RTN4
TCN2	XM_064522380.1#TCN2
ETS1	XM_026097288.2#ETS1
SRD5A2	XM_026102654.2#SRD5A2
CGNL1	XM_064517430.1#CGNL1
LOC112997370	XM_064515711.1#LOC112997370
ETV4	XM_026113591.2#ETV4
ASXL3	XM_064507595.1#ASXL3
HES4	XM_064525511.1#HES4
LGMN	XM_026112329.2#LGMN
LOC135324996	XM_064502269.1#LOC135324996
DGUOK	XM_064497806.1#DGUOK
LOC135330005	XM_064520780.1#LOC135330005
CELF1	XM_064512720.1#CELF1
NME4	XM_064520502.1#NME4
LOC135324828	XM_064501790.1#LOC135324828
VWA8	XM_064504817.1#VWA8
CHAT	XM_064513770.1#CHAT
GRTP1	XM_064503784.1#GRTP1
NRXN3	XM_064512236.1#NRXN3
CCNE1	XM_026102254.2#CCNE1
TEF	XM_026101486.2#TEF
LOC112983597	XM_064502756.1#LOC112983597
TPO	XM_064508517.1#TPO
LOC112996488	XM_064511461.1#LOC112996488
DDX27	XM_026115049.2#DDX27
CEP112	XM_026098911.2#CEP112
MYO18A	XM_064523256.1#MYO18A
MCF2L2	XM_064516664.1#MCF2L2
TTC9C	XM_064503266.1#TTC9C
CD40	XM_064521759.1#CD40
WDR74	XM_064503268.1#WDR74
GHSR	XM_026105765.2#GHSR
ASCC1	XM_026104819.2#ASCC1
LOC135324943	XM_064502096.1#LOC135324943
LOC112995764	XM_064502556.1#LOC112995764
OCA2	XM_026103160.2#OCA2
ATG9B	XM_064505547.1#ATG9B
SMOC1	XM_064512517.1#SMOC1
TFIP11	XM_026109905.2#TFIP11
MANEAL	XM_064525278.1#MANEAL
CTNNAL1	XM_064506760.1#CTNNAL1
KALRN	XM_064514687.1#KALRN
SS18	XM_026095950.2#SS18
BOD1L1	XM_026121908.2#BOD1L1
LOC112979471	XM_026093689.2#LOC112979471
REEP3	XM_064513682.1#REEP3
MAP3K3	XM_064524560.1#MAP3K3
LOC112984511	XM_064517311.1#LOC112984511
GHITM	XM_026116741.2#GHITM
FSBP	XM_026099773.2#FSBP
FMNL3	XM_064498525.1#FMNL3
REPS2	XM_064499653.1#REPS2
LOC135328944	XM_064515521.1#LOC135328944
ABI1	XM_026101629.2#ABI1
CLEC16A	XM_026096351.2#CLEC16A
LOC112989917	XM_064512029.1#LOC112989917
LOC135325629	XM_064503701.1#LOC135325629
SAMD12	XM_064507827.1#SAMD12
ANKMY2	XM_064506345.1#ANKMY2
LOC135323607	XM_064497336.1#LOC135323607
ACVR1C	XM_064514525.1#ACVR1C
LOC112989834	XM_026111204.2#LOC112989834
MPZL1	XM_064522514.1#MPZL1
SPON2	XM_064511571.1#SPON2
RNF222	XM_026120549.2#RNF222
ABI3BP	XM_064521255.1#ABI3BP
NUDT1	XM_026116150.2#NUDT1
SMARCE1	XM_064524751.1#SMARCE1
LOC135329094	XM_064516403.1#LOC135329094
PLS3	XM_064518360.1#PLS3
TMEM185A	XM_026106339.2#TMEM185A
PAICS	XM_064511122.1#PAICS
PXYLP1	XM_026109682.2#PXYLP1
SPAG1	XM_064507665.1#SPAG1
LOC112991590	XM_064497673.1#LOC112991590
TMEM63C	XM_064512264.1#TMEM63C
LOC112994383	XM_026118711.2#LOC112994383
DSCC1	XM_064507831.1#DSCC1
ANKRD22	XM_026121655.2#ANKRD22
AFDN	XM_064509333.1#AFDN
AMH	XM_026114180.2#AMH
SCAF8	XM_064509130.1#SCAF8
LOC112991341	XM_064523622.1#LOC112991341
KIF19	XM_064522817.1#KIF19
SNX5	XM_026104223.2#SNX5
UBE2W	XM_064507394.1#UBE2W
LAYN	XM_026105854.2#LAYN
LOC112990826	XM_064499000.1#LOC112990826
FBXL20	XM_026114708.2#FBXL20
IL18	XM_064524230.1#IL18
WWOX	XM_026107625.2#WWOX
TUBGCP3	XM_064503865.1#TUBGCP3
EIF2AK4	XM_064512448.1#EIF2AK4
SBNO2	XM_026108318.2#SBNO2
NF1	XM_026106931.2#NF1
TTLL3	XM_064518559.1#TTLL3
LOC112981623	XM_064507538.1#LOC112981623
MTCL1	XM_064507218.1#MTCL1
NLGN1	XM_064516618.1#NLGN1
LOC112994502	XM_026118912.2#LOC112994502
EHD4	XM_026095681.2#EHD4
ZNF106	XM_026095610.2#ZNF106
CCDC178	XM_026102992.2#CCDC178
ZMIZ2	XM_064497871.1#ZMIZ2
ADGRL2	XM_064516022.1#ADGRL2
PRRT3	XM_026102670.2#PRRT3
LOC112990895	XM_026112949.2#LOC112990895
GNPDA2	XM_064511206.1#GNPDA2
CDK2AP1	XM_064522012.1#CDK2AP1
LOC135326382	XM_064504265.1#LOC135326382
NKX3-1	XM_064497690.1#NKX3-1
HTT	XM_064511492.1#HTT
CIB1	XM_064517782.1#CIB1
ELMO3	XM_026113229.2#ELMO3
LOC135324609	XM_064501223.1#LOC135324609
LOC112985506	XM_064509836.1#LOC112985506
AKNA	XM_064523648.1#AKNA
MACROD2	XM_064510053.1#MACROD2
PER3	XM_064525340.1#PER3
RPL36A	XM_064518442.1#RPL36A
GRIN1	XM_064523574.1#GRIN1
PTPRF	XM_064516088.1#PTPRF
EP400	XM_064522063.1#EP400
CA6	XM_064497177.1#CA6
SI	XM_064516577.1#SI
GINS2	XM_064519774.1#GINS2
LOC135328618	XM_064513498.1#LOC135328618
C25H19orf44	XM_064497393.1#C25H19orf44
LOC135325114	XM_064502673.1#LOC135325114
LOC112993851	XM_064524784.1#LOC112993851
CDK2AP2	XM_064513339.1#CDK2AP2
LOC112985505	XM_026104163.2#LOC112985505
RHOT1	XM_064522700.1#RHOT1
C7H2orf69	XM_026104705.2#C7H2orf69
SPRYD7	XM_026108461.2#SPRYD7
GIPC3	XM_026105450.2#GIPC3
U2AF2	XM_064503609.1#U2AF2
GANAB	XM_064503197.1#GANAB
HMCN1	XM_026101128.2#HMCN1
NT5C2	XM_064514175.1#NT5C2
RAB41	XM_064518466.1#RAB41
LOC135324771	XM_064501678.1#LOC135324771
C11HXorf65	XM_064517943.1#C11HXorf65
GPR107	XM_026101768.2#GPR107
CEP63	XM_064517069.1#CEP63
LOC112991633	XM_064504155.1#LOC112991633
DIP2A	XM_026107421.2#DIP2A
BSPRY	XM_064523607.1#BSPRY
PARVB	XM_026114074.2#PARVB
BRINP3	XM_064515541.1#BRINP3
CALML4	XM_026110745.2#CALML4
NSG1	XM_064511444.1#NSG1
EYA1	XM_064507407.1#EYA1
LOC135324052	XM_064499486.1#LOC135324052
COL26A1	XM_026107163.2#COL26A1
P3H1	XM_064497080.1#P3H1
PAK2	XM_064517156.1#PAK2
COL9A3	XM_064521613.1#COL9A3
ISCA2	XM_026120402.2#ISCA2
LOC112993618	XM_064501401.1#LOC112993618
ARID4A	XM_026100002.2#ARID4A
GNPAT	XM_064509276.1#GNPAT
COL16A1	XM_064525193.1#COL16A1
CABCOCO1	XM_064513709.1#CABCOCO1
USH2A	XM_064509686.1#USH2A
SEC24C	XM_064513877.1#SEC24C
GRPEL1	XM_026121969.2#GRPEL1
UNG	XM_026114666.2#UNG
DNAJB11	XM_026100535.2#DNAJB11
SLC41A3	XM_026093107.2#SLC41A3
SFXN2	XM_064514169.1#SFXN2
LOC112985188	XM_064500700.1#LOC112985188
ASB1	XM_026105994.2#ASB1
TRAPPC3L	XM_064508904.1#TRAPPC3L
LOC135324811	XM_064501756.1#LOC135324811
WDR35	XM_026103423.2#WDR35
LOC135326468	XM_064504337.1#LOC135326468
ANAPC5	XM_064521976.1#ANAPC5
KIAA0319L	XM_064525229.1#KIAA0319L
CILP	XM_026121744.2#CILP
ADAMTS20	XM_026117726.2#ADAMTS20
SMG9	XM_064504485.1#SMG9
TOR4A	XM_026113801.2#TOR4A
KLHL32	XM_064508799.1#KLHL32
ZNF609	XM_064517680.1#ZNF609
DGKQ	XM_026100521.2#DGKQ
NQO2	XM_064507098.1#NQO2
MPDZ	XM_064501573.1#MPDZ
TMIGD2	XM_064497321.1#TMIGD2
ABCD4	XM_026120354.2#ABCD4
LOC112982952	XM_026099717.2#LOC112982952
WDSUB1	XM_064514503.1#WDSUB1
HDGFL3	XM_064517303.1#HDGFL3
GRM3	XM_026119369.2#GRM3
PPFIA2	XM_064509618.1#PPFIA2
SUCNR1	XM_064516508.1#SUCNR1
TMEM218	XM_064524382.1#TMEM218
MXD4	XM_026112694.2#MXD4
LOC112987795	XM_064502632.1#LOC112987795
C22H17orf113	XM_064524767.1#C22H17orf113
USP22	XM_064520117.1#USP22
LSG1	XM_064516816.1#LSG1
LOC135330585	XM_064524496.1#LOC135330585
CD276	XM_064517628.1#CD276
EPB41L2	XM_064508981.1#EPB41L2
GRIA2	XM_064510888.1#GRIA2
RRM1	XM_026117604.2#RRM1
MPP2	XM_064524566.1#MPP2
SPAG6	XM_064505943.1#SPAG6
KIAA0408	XM_026105064.2#KIAA0408
BCAS1	XM_026099607.2#BCAS1
CAPN15	XM_026100466.2#CAPN15
C1QC	XM_026109010.2#C1QC
MXRA5	XM_064501060.1#MXRA5
LOC112988616	XM_026109226.2#LOC112988616
DENND5A	XM_064513030.1#DENND5A
EEF1E1	XM_026114854.2#EEF1E1
EDAR	XM_026097008.2#EDAR
CDCA8	XM_064525272.1#CDCA8
LOC112980142	XM_026094802.2#LOC112980142
NOD1	XM_026098790.2#NOD1
DNAJB2	XM_064514817.1#DNAJB2
SLC22A7	XM_026104179.2#SLC22A7
LOC135324454	XM_064500874.1#LOC135324454
SYT9	XM_064512950.1#SYT9
BLTP1	XM_064510659.1#BLTP1
SRGAP2	XM_064498103.1#SRGAP2
CSKMT	XM_026119500.2#CSKMT
FBXO27	XM_064503120.1#FBXO27
LOC112983158	XM_026100071.2#LOC112983158
ZMIZ1	XM_064513815.1#ZMIZ1
SNX9	XM_064509102.1#SNX9
DGKD	XM_064516989.1#DGKD
PCNX2	XM_064509246.1#PCNX2
UBR3	XM_064514909.1#UBR3
MEIS2	XM_064512421.1#MEIS2
LOC112995744	XM_026120913.2#LOC112995744
PLCE1	XM_064514040.1#PLCE1
OSBP2	XM_064522377.1#OSBP2
LOC112983243	XM_064501917.1#LOC112983243
CENPE	XM_064510533.1#CENPE
LOC135326173	XM_064504023.1#LOC135326173
IL7	XM_064507370.1#IL7
LGALS8	XM_064509346.1#LGALS8
LOC135324746	XM_064501615.1#LOC135324746
SNRNP27	XM_064497724.1#SNRNP27
AFAP1L2	XM_026096182.2#AFAP1L2
LOC112995758	XM_064500989.1#LOC112995758
IRX3	XM_064519512.1#IRX3
KCNMA1	XM_026116849.2#KCNMA1
SYTL4	XM_064518297.1#SYTL4
LOC112982711	XM_026099283.2#LOC112982711
PDK1	XM_026093088.2#PDK1
BID	XM_026117023.2#BID
LOC112985693	XM_026104516.2#LOC112985693
LOC135326402	XM_064504287.1#LOC135326402
SMARCE1	XM_064524752.1#SMARCE1
CCDC170	XM_064509154.1#CCDC170
TP53	XM_064501066.1#TP53
NTNG2	XM_064523779.1#NTNG2
LOC135326244	XM_064504093.1#LOC135326244
LOC135328969	XM_064515539.1#LOC135328969
LOC135324487	XM_064500981.1#LOC135324487
GRIP1	XM_064508746.1#GRIP1
NEK1	XM_064510953.1#NEK1
LOC112989632	XM_064523502.1#LOC112989632
ZDHHC9	XM_064517985.1#ZDHHC9
ALDH18A1	XM_064514437.1#ALDH18A1
CHD4	XM_064505414.1#CHD4
METTL25	XM_064509682.1#METTL25
LOC135326219	XM_064504068.1#LOC135326219
LOC135325290	XM_064503213.1#LOC135325290
NCMAP	XM_026098282.2#NCMAP
CADPS	XM_064519118.1#CADPS
NEK3	XM_064504895.1#NEK3
LOC112992855	XM_026116139.2#LOC112992855
GMPR	XM_026113230.2#GMPR
LOC112990189	XM_026111758.2#LOC112990189
TESC	XM_064522323.1#TESC
PTPRN	XM_064514814.1#PTPRN
PDCL3	XM_064502484.1#PDCL3
YWHAH	XM_026119112.2#YWHAH
LOC112983248	XM_064502644.1#LOC112983248
LOC112995776	XM_026120972.2#LOC112995776
ARHGAP45	XM_026108311.2#ARHGAP45
CLDN10	XM_026119424.2#CLDN10
RNF215	XM_064522390.1#RNF215
CNTNAP5	XM_026118441.2#CNTNAP5
HS6ST2	XM_026111079.2#HS6ST2
AMER3	XM_064516971.1#AMER3
PIP4K2A	XM_064505942.1#PIP4K2A
SNRPE	XM_064498051.1#SNRPE
CHAC2	XM_026108177.2#CHAC2
ESPNL	XM_026109348.2#ESPNL
SPMIP7	XM_064505476.1#SPMIP7
STOML3	XM_026108410.2#STOML3
OTUD4	XM_064510769.1#OTUD4
PPP1R3D	XM_026105321.2#PPP1R3D
LOC135323550	XM_064500278.1#LOC135323550
TUBGCP5	XM_026103169.2#TUBGCP5
WNK3	XM_064503433.1#WNK3
EBF1	XM_064520934.1#EBF1
NDUFAF3	XM_064519064.1#NDUFAF3
HNF4G	XM_026115254.2#HNF4G
LOC112983662	XM_026100918.2#LOC112983662
XM_064501083.1	XM_064501083.1#LOC135324528
LOC135323882	XM_064498912.1#LOC135323882
NINJ1	XM_064518889.1#NINJ1
SPECC1	XM_064523219.1#SPECC1
LOC135325743	XM_064503745.1#LOC135325743
CDHR1	XM_064513771.1#CDHR1
TIAL1	XM_026105539.2#TIAL1
LOC112991789	XM_026114542.2#LOC112991789
PCCB	XM_064517033.1#PCCB
ARHGAP25	XM_064497908.1#ARHGAP25
SGK1	XM_026120829.2#SGK1
ERG	XM_026121581.2#ERG
LHX2	XM_026100876.2#LHX2
FGFR4	XM_026122652.2#FGFR4
TBC1D2	XM_064501288.1#TBC1D2
LOC112987805	XM_026107856.2#LOC112987805
RAB17	XM_026104677.2#RAB17
GAREM1	XM_064507605.1#GAREM1
CD247	XM_026093281.2#CD247
CASP7	XM_064514242.1#CASP7
RAB26	XM_064520036.1#RAB26
DTX3L	XM_026109098.2#DTX3L
CTBS	XM_064515995.1#CTBS
CACNA2D2	XM_064518655.1#CACNA2D2
KCNIP4	XM_064511365.1#KCNIP4
HECTD1	XM_064512392.1#HECTD1
PPTC7	XM_026114614.2#PPTC7
LOC135328145	XM_064510475.1#LOC135328145
RPGR	XM_064497662.1#RPGR
KLHDC1	XM_064511800.1#KLHDC1
OAS1	XM_026117387.2#OAS1
USP4	XM_064518580.1#USP4
SEPSECS	XM_064511346.1#SEPSECS
IFFO1	XM_026104901.2#IFFO1
LOC112980249	XM_064513910.1#LOC112980249
DEXI	XM_064520397.1#DEXI
HK2	XM_064497721.1#HK2
MBNL2	XM_064504552.1#MBNL2
LOC135324469	XM_064500964.1#LOC135324469
WDFY4	XM_026110249.2#WDFY4
UBA5	XM_064506413.1#UBA5
PTMS	XM_026113256.2#PTMS
LOC112994011	XM_064498801.1#LOC112994011
LOC112987026	XM_026106671.2#LOC112987026
LOC135325592	XM_064503692.1#LOC135325592
OTUB1	XM_064503145.1#OTUB1
NAV1	XM_064498281.1#NAV1
PNO1	XM_064510149.1#PNO1
LOC112985690	XM_064513106.1#LOC112985690
BNIP1	XM_026122730.2#BNIP1
SLMAP	XM_064518937.1#SLMAP
COL5A1	XM_026094410.2#COL5A1
GLT8D2	XM_064513705.1#GLT8D2
CALCOCO2	XM_026106982.2#CALCOCO2
PKNOX1	XM_064525593.1#PKNOX1
TMEM132C	XM_026114607.2#TMEM132C
MARK1	XM_064509719.1#MARK1
ACE	XM_026099463.2#ACE
C34H19orf47	XM_026120062.2#C34H19orf47
PBRM1	XM_064518683.1#PBRM1
CLVS1	XM_026113922.2#CLVS1
ZFAND2B	XM_026094937.2#ZFAND2B
LOC135325502	XM_064503634.1#LOC135325502
TTK	XM_064508702.1#TTK
BTBD3	XM_064509985.1#BTBD3
DYNLT2B	XM_026093554.2#DYNLT2B
POT1	XM_026112999.2#POT1
GPR153	XM_064525363.1#GPR153
TES	XM_026097357.2#TES
VAMP5	XM_064497743.1#VAMP5
LOC112996776	XM_026122445.2#LOC112996776
LOC112991310	XM_026113703.2#LOC112991310
MAGT1	XM_064518113.1#MAGT1
SFI1	XM_064522240.1#SFI1
CNOT4	XM_064510767.1#CNOT4
LOC112995749	XM_064502428.1#LOC112995749
LOC112979913	XM_064523825.1#LOC112979913
EXOC1L	XM_064511136.1#EXOC1L
PEX6	XM_064509830.1#PEX6
IRF2	XM_026105235.2#IRF2
ARRDC4	XM_064517919.1#ARRDC4
BLTP2	XM_064523281.1#BLTP2
LOC135323468	XM_064499813.1#LOC135323468
NDUFB2	XM_064514227.1#NDUFB2
LRCH2	XM_064518370.1#LRCH2
GALNT15	XM_064506240.1#GALNT15
FAM107B	XM_064504808.1#FAM107B
C10H15orf39	XM_064517591.1#C10H15orf39
PIAS3	XM_064498836.1#PIAS3
EIF4EBP1	XM_064497656.1#EIF4EBP1
PRR5L	XM_026099928.2#PRR5L
STAP2	XM_064497358.1#STAP2
LAP3	XM_064511379.1#LAP3
NUP153	XM_064507019.1#NUP153
GMPS	XM_064516527.1#GMPS
LOC112995543	XM_064522513.1#LOC112995543
OSBPL3	XM_064506297.1#OSBPL3
TMEM178A	XM_064510083.1#TMEM178A
