ENSBTAG00000017942	ENSBTAT00000056382#CRTC2
ENSBTAG00000002854	XM_005216822#TMEM63A
ENSBTAG00000047297	ENSBTAT00000074657#ENSBTAG00000047297
ENSBTAG00000014296	ENSBTAT00000065345#NCCRP1
ENSBTAG00000031673	ENSBTAT00000044904#ARRDC5
ENSBTAG00000064274	ENSBTAT00000115072#ENSBTAG00000064274
ENSBTAG00000003460	ENSBTAT00000004499#TCEA1
ENSBTAG00000006499	ENSBTAT00000008517#PIP4K2B
ENSBTAG00000027867	ENSBTAT00000040183#ENSBTAG00000027867
ENSBTAG00000012847	XM_002691626#NIBAN2
ENSBTAG00000059189	ENSBTAT00000113434#ENSBTAG00000059189
ENSBTAG00000019194	XM_024986904#SHLD2
ENSBTAG00000014005	ENSBTAT00000069172#PPIP5K1
XM_059887775	XM_059887775#LOC132345520
ENSBTAG00000050470	ENSBTAT00000076790#ENSBTAG00000050470
ENSBTAG00000008291	XM_059892393#PROCR
ENSBTAG00000015547	ENSBTAT00000033777#SLC26A3
ENSBTAG00000014769	ENSBTAT00000019648#GMEB2
ENSBTAG00000008728	ENSBTAT00000079282#MRTFB
ENSBTAG00000021185	ENSBTAT00000098308#CRX
ENSBTAG00000058313	ENSBTAT00000119067#ENSBTAG00000058313
ENSBTAG00000057310	ENSBTAT00000097576#ARMCX6
ENSBTAG00000016206	ENSBTAT00000021570#MAOA
ENSBTAG00000017166	XM_002690057#C9H6orf58
ENSBTAG00000010924	ENSBTAT00000131139#LETMD1
ENSBTAG00000046076	ENSBTAT00000100530#ENSBTAG00000046076
ENSBTAG00000008862	ENSBTAT00000099894#GOLGB1
ENSBTAG00000007388	ENSBTAT00000009713#ZC3H12D
ENSBTAG00000046301	ENSBTAT00000065626#ZNF445
ENSBTAG00000023279	XM_025000229#N4BP2L2
ENSBTAG00000013859	ENSBTAT00000018408#SCYL2
ENSBTAG00000069156	ENSBTAT00000111000#ENSBTAG00000069156
ENSBTAG00000000819	ENSBTAT00000081215#RFX3
ENSBTAG00000055788	ENSBTAT00000104518#ENSBTAG00000055788
ENSBTAG00000053131	ENSBTAT00000085437#ENSBTAG00000053131
ENSBTAG00000067845	ENSBTAT00000095157#ENSBTAG00000067845
ENSBTAG00000012822	NM_001077083#CIMIP3
ENSBTAG00000003358	ENSBTAT00000077670#MCFD2
ENSBTAG00000005070	ENSBTAT00000006684#OR55B1
ENSBTAG00000006066	ENSBTAT00000113751#CDS2
ENSBTAG00000009845	XM_015459328#ITPK1
ENSBTAG00000002799	ENSBTAT00000080619#SLC39A5
ENSBTAG00000020405	ENSBTAT00000027191#NDUFB9
ENSBTAG00000034674	XM_024983354#ENSBTAG00000034674
ENSBTAG00000017267	ENSBTAT00000022949#COX5A
ENSBTAG00000009956	ENSBTAT00000013133#CENPM
ENSBTAG00000002018	XM_015458612#EIF5A
ENSBTAG00000000374	ENSBTAT00000000484#LRRTM4
ENSBTAG00000021096	ENSBTAT00000028108#RTEL1
ENSBTAG00000019210	ENSBTAT00000103252#ADCY2
ENSBTAG00000063399	ENSBTAT00000129673#ENSBTAG00000063399
ENSBTAG00000040607	ENSBTAT00000104673#SLA2
ENSBTAG00000019216	ENSBTAT00000089628#TUFM
ENSBTAG00000062336	ENSBTAT00000108527#ENSBTAG00000062336
ENSBTAG00000011125	XM_010806570#MYO9B
ENSBTAG00000065738	NM_001366419#ENSBTAG00000065738
NM_001040482	NM_001040482#KCNJ8
ENSBTAG00000020387	XM_010819289#MARF1
ENSBTAG00000007698	ENSBTAT00000010124#TMEM59L
ENSBTAG00000015339	ENSBTAT00000082537#ENDOV
ENSBTAG00000015074	NM_174791#PTGDS
ENSBTAG00000011700	ENSBTAT00000056565#PLLP
ENSBTAG00000014733	NM_001102257#NOP2
ENSBTAG00000030456	ENSBTAT00000121022#SPATA7
ENSBTAG00000013496	XM_003586067#CPM
ENSBTAG00000000245	ENSBTAT00000082691#NHSL1
ENSBTAG00000008735	XM_010809656#VASH1
ENSBTAG00000020961	ENSBTAT00000027915#DUSP19
ENSBTAG00000019099	ENSBTAT00000025426#SLC25A37
ENSBTAG00000064625	ENSBTAT00000092382#ENSBTAG00000064625
ENSBTAG00000009420	XM_005228395#SCML2
ENSBTAG00000018732	NM_001102027#HSPA12B
ENSBTAG00000019314	ENSBTAT00000109948#USP25
ENSBTAG00000007002	XM_010806363#IDUA
ENSBTAG00000009768	ENSBTAT00000076376#IFIT3
XM_024989854	XM_024989854#LOC101903127
ENSBTAG00000004176	ENSBTAT00000005468#PDC
ENSBTAG00000014949	NM_001205839#SP9
ENSBTAG00000008053	NM_001435020#WDFY2
ENSBTAG00000030286	XM_010807577#GABRA1
ENSBTAG00000021725	ENSBTAT00000028959#PCID2
ENSBTAG00000031669	ENSBTAT00000064988#CTNNA2
ENSBTAG00000036349	ENSBTAT00000116780#CCDC160
ENSBTAG00000012676	XM_024991530#KRT79
ENSBTAG00000050628	ENSBTAT00000110330#ENSBTAG00000050628
XM_002699569	XM_002699569#CT55
ENSBTAG00000016735	ENSBTAT00000022249#ZBTB48
ENSBTAG00000017209	ENSBTAT00000074251#GLRA2
ENSBTAG00000056731	XM_002683600#ENSBTAG00000056731
ENSBTAG00000024081	NM_001034597#ECM2
ENSBTAG00000019303	XM_024985059#MAFK
ENSBTAG00000008764	ENSBTAT00000011544#SMYD5
ENSBTAG00000021367	ENSBTAT00000078479#ANP32B
ENSBTAG00000001774	ENSBTAT00000095934#SPRY2
ENSBTAG00000011135	XM_005208520#OCEL1
ENSBTAG00000018108	ENSBTAT00000024101#PXN
ENSBTAG00000037550	ENSBTAT00000114996#ENSBTAG00000037550
ENSBTAG00000001920	ENSBTAT00000084905#POLQ
ENSBTAG00000012745	ENSBTAT00000016940#PPAN
ENSBTAG00000035659	NM_001389894#OR5L1C
ENSBTAG00000016144	NM_001435261#ENSBTAG00000016144
XM_010819151	XM_059881475#WDR90
ENSBTAG00000013541	ENSBTAT00000070182#LMO3
ENSBTAG00000015294	NM_001098013#COX10
ENSBTAG00000053327	ENSBTAT00000079035#ENSBTAG00000053327
ENSBTAG00000038116	ENSBTAT00000027753#ENSBTAG00000038116
ENSBTAG00000038062	ENSBTAT00000056091#FUT4
XM_059878417	XM_059878417#LOC107131498
ENSBTAG00000067821	ENSBTAT00000091370#CLNK
ENSBTAG00000012712	ENSBTAT00000016895#AQR
ENSBTAG00000017268	XM_024979893#PROCA1
ENSBTAG00000040390	ENSBTAT00000086147#EBF2
ENSBTAG00000020387	XM_005224716#MARF1
ENSBTAG00000049714	ENSBTAT00000103593#ENSBTAG00000049714
ENSBTAG00000006694	NM_001034410#CXCL14
ENSBTAG00000014399	ENSBTAT00000077006#QSER1
ENSBTAG00000013600	ENSBTAT00000120234#PSMG1
ENSBTAG00000044160	ENSBTAT00000063028#MCCC2
ENSBTAG00000008533	XM_059885796#GLCCI1
ENSBTAG00000012116	ENSBTAT00000114818#HNF4A
ENSBTAG00000046900	XM_024977456#GGT1
ENSBTAG00000045565	ENSBTAT00000072216#NHSL2
ENSBTAG00000017528	ENSBTAT00000023305#SNAI3
ENSBTAG00000027786	ENSBTAT00000040067#ENSBTAG00000027786
ENSBTAG00000053511	ENSBTAT00000074546#ENSBTAG00000053511
ENSBTAG00000010904	ENSBTAT00000045230#PAGR1
ENSBTAG00000020214	ENSBTAT00000026919#LRRC8B
ENSBTAG00000011767	XM_015473234#PALS1
ENSBTAG00000003045	ENSBTAT00000003960#BAMBI
ENSBTAG00000002129	ENSBTAT00000002751#KLF5
ENSBTAG00000063357	ENSBTAT00000117096#ENSBTAG00000063357
ENSBTAG00000063122	XM_005221894#SAXO2
ENSBTAG00000011655	ENSBTAT00000015478#SAMD10
ENSBTAG00000020781	ENSBTAT00000027690#SETD6
ENSBTAG00000030247	ENSBTAT00000099070#NSMF
ENSBTAG00000005560	XM_025001821#ST18
ENSBTAG00000068551	ENSBTAT00000121258#ENSBTAG00000068551
ENSBTAG00000003610	ENSBTAT00000112329#DENND1A
ENSBTAG00000014913	NM_001206090#SRD5A3
ENSBTAG00000017866	ENSBTAT00000080828#CD36
ENSBTAG00000035662	ENSBTAT00000086155#CAMK4
ENSBTAG00000006990	XM_024987465#MYRF
ENSBTAG00000052669	ENSBTAT00000083818#CYS1
ENSBTAG00000018178	ENSBTAT00000024191#NARF
ENSBTAG00000015392	ENSBTAT00000107900#TTF2
ENSBTAG00000017097	ENSBTAT00000080616#PTCRA
ENSBTAG00000039307	XM_024975712#YAP1
ENSBTAG00000007445	NM_181004#CD28
ENSBTAG00000007851	ENSBTAT00000010325#IL24
ENSBTAG00000001957	ENSBTAT00000095128#TRMT11
ENSBTAG00000054299	ENSBTAT00000072156#ENSBTAG00000054299
ENSBTAG00000016577	XM_024984682#AXIN1
ENSBTAG00000010007	NM_001014947#MAPK13
ENSBTAG00000038034	ENSBTAT00000100234#ZNF628
ENSBTAG00000047147	XM_002684681#CRYBG3
ENSBTAG00000013218	ENSBTAT00000085340#GORASP2
ENSBTAG00000019627	NM_001034765#THY1
ENSBTAG00000018775	XM_005214603#TPX2
ENSBTAG00000001396	XM_024982017#ADAMTS7
ENSBTAG00000016352	ENSBTAT00000131692#STX10
ENSBTAG00000012305	ENSBTAT00000067330#ADGRL2
ENSBTAG00000069112	XM_002697348#MCCD1
ENSBTAG00000007492	ENSBTAT00000009855#ADAMTSL2
ENSBTAG00000059302	ENSBTAT00000097292#ENSBTAG00000059302
ENSBTAG00000005250	ENSBTAT00000047242#BGN
ENSBTAG00000003440	ENSBTAT00000004475#FRRS1
ENSBTAG00000038866	ENSBTAT00000056739#UBE2I
ENSBTAG00000019217	XM_059880652#KIF13A
ENSBTAG00000015380	NM_001101123#SLC16A4
ENSBTAG00000010552	NM_001046365#PSMG2
ENSBTAG00000060946	ENSBTAT00000107399#ENSBTAG00000060946
ENSBTAG00000012083	ENSBTAT00000090411#IRX3
ENSBTAG00000000569	NM_001034678#HES1
ENSBTAG00000006263	ENSBTAT00000008217#GP2
ENSBTAG00000015377	ENSBTAT00000094091#EPHB1
ENSBTAG00000050533	ENSBTAT00000072501#ENSBTAG00000050533
ENSBTAG00000008854	ENSBTAT00000024311#RFX1
ENSBTAG00000017901	ENSBTAT00000079608#LAYN
ENSBTAG00000004511	ENSBTAT00000088387#VAV2
ENSBTAG00000053814	ENSBTAT00000076034#TMEM275
ENSBTAG00000019958	ENSBTAT00000072721#NXNL2
ENSBTAG00000019371	ENSBTAT00000133169#CNR2
ENSBTAG00000021527	ENSBTAT00000073249#IGF1R
ENSBTAG00000008185	ENSBTAT00000125079#RTN2
ENSBTAG00000001724	ENSBTAT00000002256#PTGR3
XM_059878505	XM_059878505#LOC132343049
ENSBTAG00000018258	NM_001434995#SRSF2
ENSBTAG00000062185	ENSBTAT00000116665#ENSBTAG00000062185
ENSBTAG00000005160	NM_001046150#GTF2H1
ENSBTAG00000007930	ENSBTAT00000084569#NCOA6
ENSBTAG00000009101	XM_059876156#SH2B3
ENSBTAG00000014234	ENSBTAT00000043345#CCDC196
ENSBTAG00000000576	ENSBTAT00000089476#ADGRG2
ENSBTAG00000008842	XM_005215521#JPH1
ENSBTAG00000021128	ENSBTAT00000071042#ADD1
ENSBTAG00000057019	ENSBTAT00000100487#ENSBTAG00000057019
ENSBTAG00000012514	ENSBTAT00000132496#PODN
ENSBTAG00000001702	NM_001083657#TMEM107
ENSBTAG00000068495	ENSBTAT00000109530#ZNF322
ENSBTAG00000060003	ENSBTAT00000096038#ENSBTAG00000060003
ENSBTAG00000003791	ENSBTAT00000121208#LPAR3
ENSBTAG00000021835	XM_059880046#PRICKLE2
ENSBTAG00000004598	NM_001098007#GOLGA5
ENSBTAG00000000062	NM_001076933#RASL12
ENSBTAG00000010220	NM_001100377#DCLRE1C
ENSBTAG00000010518	NM_001099012#MTREX
ENSBTAG00000005164	NM_001205959#GZMK
ENSBTAG00000015835	ENSBTAT00000021039#PIWIL2
ENSBTAG00000005356	XM_059874892#DENND2B
ENSBTAG00000019534	ENSBTAT00000026029#TRNT1
ENSBTAG00000040575	ENSBTAT00000124555#KCTD5
ENSBTAG00000009453	NM_001015513#URGCP
ENSBTAG00000038286	ENSBTAT00000055170#PPDPFL
ENSBTAG00000004571	ENSBTAT00000092644#PRPF4
ENSBTAG00000009566	XM_005209737#CCNH
ENSBTAG00000059378	ENSBTAT00000135202#ENSBTAG00000059378
ENSBTAG00000015024	XM_005206430#GXYLT1
ENSBTAG00000015345	ENSBTAT00000020400#BNIPL
ENSBTAG00000003815	ENSBTAT00000004969#EDEM2
ENSBTAG00000019646	ENSBTAT00000026179#TRIM41
ENSBTAG00000047945	NM_001389792#OR52A24
ENSBTAG00000002890	ENSBTAT00000072375#RBM10
ENSBTAG00000049158	NM_001101948#ZNF596
XM_059878547	XM_059878548#LOC107131525
ENSBTAG00000006489	XM_059890854#MYO5A
ENSBTAG00000006481	ENSBTAT00000008496#POLR1A
ENSBTAG00000049306	ENSBTAT00000083107#MSRB1
ENSBTAG00000022741	ENSBTAT00000121326#MGC134040
ENSBTAG00000025192	ENSBTAT00000035312#C12H13orf46
ENSBTAG00000004636	XM_005225799#PLEKHA1
ENSBTAG00000007833	ENSBTAT00000010308#PIAS2
ENSBTAG00000004658	ENSBTAT00000050790#WEE2
ENSBTAG00000001150	ENSBTAT00000001530#KCNE1
ENSBTAG00000003392	ENSBTAT00000004397#GABRA5
ENSBTAG00000013057	XM_024989738#CBLB
ENSBTAG00000056685	ENSBTAT00000109198#ENSBTAG00000056685
ENSBTAG00000012581	XM_025000352#TIMMDC1
ENSBTAG00000039509	NM_001034515#GPRC5A
ENSBTAG00000011271	XM_059874490#SNX31
ENSBTAG00000020136	XM_024987783#CASK
ENSBTAG00000018970	ENSBTAT00000085290#XPO5
ENSBTAG00000023172	XM_010810287#ITSN2
ENSBTAG00000055796	ENSBTAT00000096422#PTRH2
ENSBTAG00000016133	ENSBTAT00000088431#MRPS7
LOC107132831	LOC107132831#Unnamed47
ENSBTAG00000005309	XM_059892077#TGDS
ENSBTAG00000022471	ENSBTAT00000030426#TTPA
ENSBTAG00000008348	ENSBTAT00000039299#NOL4L
ENSBTAG00000004380	XM_059886298#STAT2
ENSBTAG00000020067	ENSBTAT00000111446#LLGL2
ENSBTAG00000052380	ENSBTAT00000084829#CCDC192
ENSBTAG00000008954	NM_001034388#PSMB9
ENSBTAG00000019781	XM_059874704#CLASP1
ENSBTAG00000067020	ENSBTAT00000090718#ENSBTAG00000067020
ENSBTAG00000019426	XM_024977483#RNF175
ENSBTAG00000009230	ENSBTAT00000012159#FBLN7
ENSBTAG00000014064	ENSBTAT00000086185#FGFR2
ENSBTAG00000033291	ENSBTAT00000055819#SPAG6
ENSBTAG00000009359	ENSBTAT00000012317#ENSBTAG00000009359
ENSBTAG00000000078	ENSBTAT00000000086#GLIPR2
ENSBTAG00000009683	ENSBTAT00000012773#PSMA6
ENSBTAG00000007357	ENSBTAT00000009678#CHSY1
ENSBTAG00000053809	ENSBTAT00000086909#OR4P4
ENSBTAG00000014525	ENSBTAT00000104016#SLC6A13
ENSBTAG00000005198	XM_015472279#FGF1
ENSBTAG00000051484	ENSBTAT00000078684#ENSBTAG00000051484
ENSBTAG00000012704	ENSBTAT00000132635#MMS19
ENSBTAG00000052291	ENSBTAT00000072002#ENSBTAG00000052291
ENSBTAG00000021787	ENSBTAT00000029039#PAQR7
ENSBTAG00000011893	XM_024984193#HDHD2
ENSBTAG00000027635	ENSBTAT00000039797#PLPP5
ENSBTAG00000022368	NM_001390010#OR52AB4
ENSBTAG00000021282	XM_010803989#SGCE
ENSBTAG00000004602	ENSBTAT00000100099#PITX1
ENSBTAG00000018131	ENSBTAT00000024135#ATF1
ENSBTAG00000021912	ENSBTAT00000029212#DUSP7
ENSBTAG00000011246	XM_059885447#FOXP2
ENSBTAG00000063645	ENSBTAT00000132271#ENSBTAG00000063645
ENSBTAG00000058539	ENSBTAT00000127444#ENSBTAG00000058539
ENSBTAG00000021600	ENSBTAT00000106169#KANSL1L
ENSBTAG00000044190	ENSBTAT00000111600#TMEM67
ENSBTAG00000023736	ENSBTAT00000132208#CDC42EP3
ENSBTAG00000003316	ENSBTAT00000004296#SYAP1
ENSBTAG00000008023	ENSBTAT00000082401#RHBDL2
ENSBTAG00000044097	XM_024976507#KLF7
ENSBTAG00000014118	XM_005224411#GNPTG
ENSBTAG00000003885	ENSBTAT00000127590#PEX2
ENSBTAG00000001353	NM_001076964#PMPCA
ENSBTAG00000000236	ENSBTAT00000000289#YWHAZ
ENSBTAG00000006977	ENSBTAT00000083584#PLP1
ENSBTAG00000020963	NM_001075442#RASSF1
ENSBTAG00000004282	NM_001034522#AMBRA1
ENSBTAG00000016377	XM_024989806#IPP
ENSBTAG00000060584	ENSBTAT00000087654#ENSBTAG00000060584
NM_001105505	NM_001105505#ATRAID
ENSBTAG00000069240	NM_001113172#CXCL9
ENSBTAG00000020382	XM_025000751#RIN2
ENSBTAG00000000202	XM_005221149#SLC25A19
ENSBTAG00000003963	XM_059891630#FER1L5
ENSBTAG00000046389	ENSBTAT00000067937#ENSBTAG00000046389
ENSBTAG00000016791	NM_001076890#PEX7
ENSBTAG00000007510	ENSBTAT00000009885#PXMP2
ENSBTAG00000013645	ENSBTAT00000120828#RFFL
ENSBTAG00000012090	ENSBTAT00000084155#GGTA1
ENSBTAG00000014270	ENSBTAT00000127609#UNC5B
ENSBTAG00000012649	NM_001034740#LSM8
ENSBTAG00000001478	ENSBTAT00000101488#DESI2
ENSBTAG00000019771	XM_024995096#PALM
ENSBTAG00000030162	XM_024979963#AXIN2
ENSBTAG00000014536	ENSBTAT00000131082#SFXN1
ENSBTAG00000009191	ENSBTAT00000012110#TUSC3
ENSBTAG00000007872	ENSBTAT00000090590#PSIP1
ENSBTAG00000003178	XM_059882085#ATE1
ENSBTAG00000017798	ENSBTAT00000023664#ERH
ENSBTAG00000032839	ENSBTAT00000080958#LRCH3
ENSBTAG00000004564	ENSBTAT00000073260#MBNL1
XM_059877312	XM_059877312#LOC132342747
ENSBTAG00000018313	XM_005213941#MBNL2
ENSBTAG00000064092	ENSBTAT00000124210#ENSBTAG00000064092
ENSBTAG00000012156	NM_001101074#NAIF1
ENSBTAG00000064589	ENSBTAT00000073498#ENSBTAG00000064589
ENSBTAG00000054924	XM_005211181#CPLX2
ENSBTAG00000024653	ENSBTAT00000034326#OR2T1
ENSBTAG00000002083	XM_059881699#AUTS2
ENSBTAG00000013745	ENSBTAT00000018261#ITGA5
ENSBTAG00000039819	ENSBTAT00000066865#RPH3AL
ENSBTAG00000061425	ENSBTAT00000135925#IFNB3
ENSBTAG00000020612	ENSBTAT00000112860#NEK3
ENSBTAG00000017824	ENSBTAT00000023694#IRF8
ENSBTAG00000007269	XM_059875992#EIF2B1
ENSBTAG00000014923	NM_001038160#BBS2
ENSBTAG00000001648	ENSBTAT00000002160#RPL21
ENSBTAG00000010082	XM_005210199#COL15A1
ENSBTAG00000004371	ENSBTAT00000005730#CS
ENSBTAG00000055324	ENSBTAT00000109113#ENSBTAG00000055324
ENSBTAG00000030852	ENSBTAT00000043626#ENSBTAG00000030852
ENSBTAG00000013160	ENSBTAT00000066172#GFRA4
ENSBTAG00000016058	NM_001205795#FAM83B
ENSBTAG00000017083	ENSBTAT00000087782#TEX15
ENSBTAG00000016963	ENSBTAT00000061189#ADAMTS6
ENSBTAG00000003334	NM_001354175#ADAP2
ENSBTAG00000011698	XM_059888105#TYK2
ENSBTAG00000005726	XM_024990559#HNRNPA2B1
ENSBTAG00000056465	ENSBTAT00000130885#ENSBTAG00000056465
ENSBTAG00000040226	ENSBTAT00000063282#C11H2orf81
ENSBTAG00000050948	ENSBTAT00000075701#NUP62
ENSBTAG00000002271	ENSBTAT00000002932#CDADC1
ENSBTAG00000066067	XM_059879049#ENSBTAG00000066067
ENSBTAG00000020215	XM_005223863#EXOC2
ENSBTAG00000010077	ENSBTAT00000013299#FANCD2
ENSBTAG00000069623	ENSBTAT00000088547#FOXL3
ENSBTAG00000006464	NM_001035408#GGA1
ENSBTAG00000016138	ENSBTAT00000078886#CGA
ENSBTAG00000014691	NM_173997#ARFGEF1
ENSBTAG00000012630	XM_059874681#PAMR1
ENSBTAG00000009117	ENSBTAT00000135686#THNSL1
ENSBTAG00000025718	ENSBTAT00000091302#HMGCLL1
ENSBTAG00000003746	ENSBTAT00000130618#SCP2
ENSBTAG00000000874	XM_005209749#CAST
XM_024988678	XM_024988678#LOC100847713
ENSBTAG00000034435	ENSBTAT00000126162#NKD2
ENSBTAG00000013982	ENSBTAT00000018584#UACA
ENSBTAG00000005592	ENSBTAT00000065500#MCOLN1
ENSBTAG00000013801	ENSBTAT00000125945#PBX1
ENSBTAG00000009707	XM_005202717#MYL1
ENSBTAG00000012180	XM_024997790#BMF
ENSBTAG00000002367	NM_001046398#HCFC1R1
ENSBTAG00000056598	ENSBTAT00000088956#ENSBTAG00000056598
ENSBTAG00000024204	ENSBTAT00000033404#H2BK1
ENSBTAG00000065204	ENSBTAT00000088909#ENSBTAG00000065204
ENSBTAG00000068985	ENSBTAT00000096213#ENSBTAG00000068985
ENSBTAG00000032292	ENSBTAT00000065069#CCDC159
ENSBTAG00000000679	ENSBTAT00000071281#PGM3
ENSBTAG00000004631	XM_059890878#KIAA0586
ENSBTAG00000046220	ENSBTAT00000063928#ENSBTAG00000046220
ENSBTAG00000011554	NM_001075529#SURF6
ENSBTAG00000047871	XM_015466777#KLF17
ENSBTAG00000011571	XM_010809043#ACIN1
ENSBTAG00000021347	NM_001205454#CWH43
ENSBTAG00000055542	ENSBTAT00000111832#ENSBTAG00000055542
ENSBTAG00000006446	XM_024995997#ENSBTAG00000006446
ENSBTAG00000017573	ENSBTAT00000097579#RBM26
ENSBTAG00000014675	ENSBTAT00000093807#PTCD2
ENSBTAG00000012550	XM_059876085#TAOK3
ENSBTAG00000056382	ENSBTAT00000109649#ENSBTAG00000056382
ENSBTAG00000009569	ENSBTAT00000108747#DOCK6
ENSBTAG00000012565	XM_024998104#PCNX1
ENSBTAG00000015778	ENSBTAT00000075408#SASS6
ENSBTAG00000004934	XM_010809280#NEMF
ENSBTAG00000011964	XM_025001735#DIS3L2
ENSBTAG00000001780	NM_174457#SARS2
ENSBTAG00000057007	ENSBTAT00000124104#ENSBTAG00000057007
ENSBTAG00000033160	XM_002688202#FAM114A1
ENSBTAG00000003237	ENSBTAT00000079352#IQSEC1
ENSBTAG00000019334	ENSBTAT00000129971#KLC2
ENSBTAG00000006186	ENSBTAT00000008129#KCTD3
ENSBTAG00000021313	XM_005205270#RUNDC3B
XM_059891950	XM_059891950#MECR
ENSBTAG00000015571	XM_059880297#GCLC
ENSBTAG00000011076	XM_059890246#KCNN2
ENSBTAG00000015931	ENSBTAT00000068630#TTC4
ENSBTAG00000020516	NM_001435362#ENSBTAG00000020516
ENSBTAG00000023675	XM_005201187#ZNF654
ENSBTAG00000067965	ENSBTAT00000124181#ENSBTAG00000067965
ENSBTAG00000012646	ENSBTAT00000016779#PLCXD2
ENSBTAG00000063291	XM_015474624#TMPRSS5
ENSBTAG00000023600	ENSBTAT00000046493#APOD
ENSBTAG00000014405	XM_024979980#OSBPL6
ENSBTAG00000061757	ENSBTAT00000114745#ENSBTAG00000061757
ENSBTAG00000015340	NM_001014909#ANGPTL7
ENSBTAG00000006610	XM_010812691#XRRA1
ENSBTAG00000035662	XM_002691014#CAMK4
ENSBTAG00000032790	ENSBTAT00000013453#ENSBTAG00000032790
ENSBTAG00000064129	ENSBTAT00000100826#C2H2orf88
ENSBTAG00000001673	XM_059886440#C2CD5
ENSBTAG00000007624	XM_005222659#FRMD4B
ENSBTAG00000019947	XM_024987688#SYT7
ENSBTAG00000011742	ENSBTAT00000015600#TNIK
ENSBTAG00000058601	ENSBTAT00000111170#PRCD
ENSBTAG00000045904	ENSBTAT00000063193#PIM3
ENSBTAG00000007732	XM_059879890#ARPP21
ENSBTAG00000008134	ENSBTAT00000124916#BDNF
ENSBTAG00000052202	ENSBTAT00000080742#KRTAP27-1
ENSBTAG00000017547	NM_001098970#DBNL
ENSBTAG00000015973	ENSBTAT00000086212#TRAF3IP1
ENSBTAG00000011922	XM_025001909#PLEC
ENSBTAG00000010052	XM_024998099#EXD2
ENSBTAG00000005572	ENSBTAT00000072709#ZNF205
ENSBTAG00000004590	XM_024988160#PPIH
ENSBTAG00000035710	ENSBTAT00000061334#ZBBX
ENSBTAG00000060966	ENSBTAT00000129273#SOCS6
ENSBTAG00000052810	XM_059882654#ENSBTAG00000052810
ENSBTAG00000003128	NM_001046371#SPATA6
ENSBTAG00000067779	XM_002693418#ENSBTAG00000067779
ENSBTAG00000020422	XM_024997357#CHD8
ENSBTAG00000024849	XM_015461658#ENSBTAG00000024849
ENSBTAG00000016471	ENSBTAT00000099234#PDPR
ENSBTAG00000002848	ENSBTAT00000110362#C16H1orf74
ENSBTAG00000000833	ENSBTAT00000128186#TAX1BP3
ENSBTAG00000052733	ENSBTAT00000133600#ENSBTAG00000052733
ENSBTAG00000060734	ENSBTAT00000130602#ENSBTAG00000060734
XM_024982126	XM_024982126#SERPINA3
ENSBTAG00000030775	ENSBTAT00000084390#PCBP3
ENSBTAG00000008673	ENSBTAT00000098558#ICA1L
ENSBTAG00000001994	ENSBTAT00000002585#FAM187B
ENSBTAG00000011457	ENSBTAT00000015225#ENSBTAG00000011457
ENSBTAG00000000310	XM_010805526#MFAP5
ENSBTAG00000012687	XM_002688832#INSR
ENSBTAG00000027348	ENSBTAT00000055939#OOSP2
ENSBTAG00000021687	ENSBTAT00000084573#JADE2
ENSBTAG00000018074	NM_001015658#VPS72
ENSBTAG00000017216	ENSBTAT00000073093#FRMD5
ENSBTAG00000002428	XM_024993417#PPA2
ENSBTAG00000050117	XM_059880737#ENSBTAG00000050117
ENSBTAG00000008967	ENSBTAT00000011803#RAP1B
ENSBTAG00000058565	ENSBTAT00000129015#ENSBTAG00000058565
ENSBTAG00000006255	ENSBTAT00000008209#MDM4
ENSBTAG00000053456	NM_001102362#DEFB1
ENSBTAG00000023546	XM_024992441#FAM186A
ENSBTAG00000039477	ENSBTAT00000112918#TPBG
ENSBTAG00000047214	ENSBTAT00000091966#TRAPPC1
ENSBTAG00000046392	ENSBTAT00000065790#ENSBTAG00000046392
ENSBTAG00000009912	XM_025000070#PAN3
ENSBTAG00000006005	ENSBTAT00000114335#MPND
ENSBTAG00000008595	XM_059886517#PPHLN1
ENSBTAG00000001895	NM_001015560#PGGT1B
XM_059889316	XM_059889316#LOC112447762
ENSBTAG00000050263	ENSBTAT00000128718#MED7
ENSBTAG00000020398	ENSBTAT00000027186#TRMT12
ENSBTAG00000046597	ENSBTAT00000105519#GPRIN2
ENSBTAG00000017011	ENSBTAT00000130991#CCDC125
ENSBTAG00000002559	ENSBTAT00000064388#MIOX
ENSBTAG00000003017	XM_024992213#TTC38
ENSBTAG00000059455	ENSBTAT00000100967#ENSBTAG00000059455
ENSBTAG00000068926	ENSBTAT00000125404#GPR174
ENSBTAG00000016711	ENSBTAT00000022213#PPIF
ENSBTAG00000021217	ENSBTAT00000122513#COL11A1
ENSBTAG00000024503	XM_015461229#FCER1G
ENSBTAG00000017731	ENSBTAT00000067661#ZFAT
ENSBTAG00000021364	XM_024983701#TNK2
ENSBTAG00000016804	XM_059882425#LYST
ENSBTAG00000002977	ENSBTAT00000076810#ECE1
ENSBTAG00000002052	ENSBTAT00000002658#PLOD1
ENSBTAG00000025617	ENSBTAT00000036142#RPS4Y1
ENSBTAG00000007581	ENSBTAT00000009974#ADORA2B
XM_059886997	XM_059886997#LOC788541
ENSBTAG00000047266	XM_059881595#ENSBTAG00000047266
ENSBTAG00000056091	ENSBTAT00000130720#ENSBTAG00000056091
