ENSG00000000003	ENST00000373020.9#TSPAN6
ENSG00000204361	ENST00000389586.6#NXPE2
ENSG00000204363	ENST00000375511.4#SPANXN5
ENSG00000204366	ENST00000375527.3#ZBTB12
ENSG00000204370	ENST00000375549.8#SDHD
ENSG00000204370	NM_001276504.2#SDHD
ENSG00000204371	ENST00000375537.9#EHMT2
ENSG00000204371	NM_001289413.2#EHMT2
ENSG00000204371	NM_001318833.2#EHMT2
ENSG00000204371	NM_001363689.2#EHMT2
ENSG00000204371	NM_001395160.1#EHMT2
ENSG00000204371	NM_001395162.1#EHMT2
ENSG00000204371	NM_001395163.1#EHMT2
ENSG00000204371	NM_001395164.1#EHMT2
ENSG00000204371	NM_001395165.1#EHMT2
ENSG00000204371	NM_025256.7#EHMT2
ENSG00000204371	XM_006714974.2#EHMT2
ENSG00000204371	XM_006714975.2#EHMT2
ENSG00000204379	ENST00000375602.2#XAGE1A
ENSG00000204379	NM_001097596.3#XAGE1A
ENSG00000204381	ENST00000375614.7#LAYN
ENSG00000204381	NM_001258390.2#LAYN
ENSG00000204382	ENST00000375616.6#XAGE1B
ENSG00000204382	ENST00000518075.1#XAGE1B
ENSG00000204385	ENST00000229729.11#SLC44A4
ENSG00000204385	ENST00000375562.8#SLC44A4
ENSG00000204386	ENST00000375631.5#NEU1
ENSG00000204388	ENST00000375650.5#HSPA1B
ENSG00000204389	ENST00000375651.7#HSPA1A
ENSG00000204390	ENST00000375654.5#HSPA1L
ENSG00000204392	ENST00000375661.6#LSM2
ENSG00000204394	ENST00000375663.8#VARS1
ENSG00000204394	XM_047419296.1#VARS1
ENSG00000204394	XM_047419297.1#VARS1
ENSG00000204396	ENST00000375688.5#VWA7
ENSG00000204397	ENST00000673097.2#CARD16
ENSG00000204403	ENST00000441710.5#CASP12
ENSG00000204403	ENST00000494737.5#CASP12
ENSG00000204403	ENST00000508062.1#CASP12
ENSG00000204403	ENST00000613512.4#CASP12
ENSG00000204406	ENST00000627651.2#MBD5
ENSG00000204406	ENST00000642680.2#MBD5
ENSG00000204406	XM_011511472.3#MBD5
ENSG00000204406	XM_047445085.1#MBD5
ENSG00000204406	XM_047445088.1#MBD5
ENSG00000204406	XM_047445091.1#MBD5
ENSG00000204410	ENST00000375750.9#MSH5
ENSG00000204410	ENST00000375755.8#MSH5
ENSG00000204410	NM_172165.4#MSH5
ENSG00000204414	ENST00000259003.14#CSHL1
ENSG00000204414	ENST00000309894.6#CSHL1
ENSG00000204414	NM_001321067.2#CSHL1
ENSG00000204414	NM_001321069.2#CSHL1
ENSG00000204414	NM_022580.3#CSHL1
ENSG00000204420	ENST00000375809.7#MPIG6B
ENSG00000204420	ENST00000649779.1#MPIG6B
ENSG00000204420	NM_138275.3#MPIG6B
ENSG00000204421	ENST00000375819.3#LY6G6C
ENSG00000204424	ENST00000375832.5#LY6G6F
ENSG00000204427	ENST00000395952.8#ABHD16A
ENSG00000204428	ENST00000383237.5#LY6G5C
ENSG00000204435	ENST00000375882.7#CSNK2B
ENSG00000204435	ENST00000375885.8#CSNK2B
ENSG00000204435	ENST00000677536.1#CSNK2B
ENSG00000204435	NM_001282385.2#CSNK2B
ENSG00000204438	ENST00000375896.9#GPANK1
ENSG00000204438	XM_005249403.4#GPANK1
ENSG00000204439	ENST00000375911.2#C6orf47
ENSG00000204442	ENST00000375915.4#NALF1
ENSG00000204444	ENST00000375916.4#APOM
ENSG00000204449	ENST00000448984.1#TRIM49C
ENSG00000204449	XM_017018126.2#TRIM49C
ENSG00000204449	XM_024448656.2#TRIM49C
ENSG00000204450	ENST00000533122.4#TRIM64
ENSG00000204463	ENST00000211379.9#BAG6
ENSG00000204463	ENST00000362049.10#BAG6
ENSG00000204463	ENST00000375964.11#BAG6
ENSG00000204463	ENST00000676615.2#BAG6
ENSG00000204463	NM_001387946.1#BAG6
ENSG00000204463	NM_001387949.1#BAG6
ENSG00000204463	NM_001387982.1#BAG6
ENSG00000204463	NM_001387984.1#BAG6
ENSG00000204463	NM_001387990.1#BAG6
ENSG00000204463	NM_001387992.1#BAG6
ENSG00000204463	NM_001387995.1#BAG6
ENSG00000204463	NM_001388002.1#BAG6
ENSG00000204463	XM_017011296.2#BAG6
ENSG00000204463	XM_047419340.1#BAG6
ENSG00000204463	XM_047419341.1#BAG6
ENSG00000204463	XM_047419342.1#BAG6
ENSG00000204463	XM_047419344.1#BAG6
ENSG00000204463	XM_047419346.1#BAG6
ENSG00000204463	XM_047419348.1#BAG6
ENSG00000204463	XM_047419349.1#BAG6
ENSG00000204469	ENST00000376033.3#PRRC2A
ENSG00000204469	NM_080686.3#PRRC2A
ENSG00000204469	XM_047419336.1#PRRC2A
ENSG00000204472	ENST00000376059.8#AIF1
ENSG00000204475	ENST00000340027.10#NCR3
ENSG00000204475	NM_001145467.2#NCR3
ENSG00000204478	ENST00000602960.2#PRAMEF20
ENSG00000204479	ENST00000376098.4#PRAMEF17
ENSG00000204480	ENST00000376101.4#PRAMEF19
ENSG00000204481	ENST00000334600.7#PRAMEF14
ENSG00000204482	ENST00000418507.6#LST1
ENSG00000204482	ENST00000438075.7#LST1
ENSG00000204482	XM_006715206.4#LST1
ENSG00000204482	XM_006715209.4#LST1
ENSG00000204498	ENST00000376148.9#NFKBIL1
ENSG00000204498	NM_001144962.2#NFKBIL1
ENSG00000204498	NM_001144963.2#NFKBIL1
ENSG00000204501	ENST00000376152.2#PRAMEF15
ENSG00000204505	ENST00000415919.3#PRAMEF9
ENSG00000204510	ENST00000697200.1#PRAMEF7
ENSG00000204511	ENST00000376191.3#MCCD1
ENSG00000204514	ENST00000435989.7#ZNF814
ENSG00000204514	XM_047439309.1#ZNF814
ENSG00000204516	ENST00000252229.7#MICB
ENSG00000204518	ENST00000376221.2#AADACL4
ENSG00000204519	ENST00000282296.10#ZNF551
ENSG00000204520	ENST00000449934.7#MICA
ENSG00000204524	ENST00000414468.3#ZNF805
ENSG00000204525	ENST00000376228.10#HLA-C
ENSG00000204525	ENST00000383329.7#HLA-C
ENSG00000204531	ENST00000259915.13#POU5F1
ENSG00000204532	ENST00000534327.7#ZSCAN5C
ENSG00000204532	XM_047439230.1#ZSCAN5C
ENSG00000204536	ENST00000396263.6#CCHCR1
ENSG00000204536	ENST00000396268.8#CCHCR1
ENSG00000204538	ENST00000259845.5#PSORS1C2
ENSG00000204539	ENST00000376288.3#CDSN
ENSG00000204540	ENST00000259881.10#PSORS1C1
ENSG00000204542	ENST00000259870.4#C6orf15
ENSG00000204544	ENST00000376296.3#MUC21
ENSG00000204548	ENST00000376314.3#DEFB121
ENSG00000204560	ENST00000376442.8#DHX16
ENSG00000204564	ENST00000376473.9#C6orf136
ENSG00000204564	ENST00000651131.1#C6orf136
ENSG00000204564	NM_145029.4#C6orf136
ENSG00000204568	ENST00000259873.5#MRPS18B
ENSG00000204568	XM_024446408.2#MRPS18B
ENSG00000204569	ENST00000376511.7#PPP1R10
ENSG00000204569	XM_011514722.2#PPP1R10
ENSG00000204571	ENST00000398530.1#KRTAP5-11
ENSG00000204572	ENST00000398531.3#KRTAP5-10
ENSG00000204574	ENST00000326195.13#ABCF1
ENSG00000204574	ENST00000441867.6#ABCF1
ENSG00000204576	ENST00000376560.8#PRR3
ENSG00000204576	NM_001077497.3#PRR3
ENSG00000204577	ENST00000391750.5#LILRB3
ENSG00000204577	ENST00000445347.2#LILRB3
ENSG00000204577	NM_001081450.3#LILRB3
ENSG00000204577	XM_047438111.1#LILRB3
ENSG00000204580	ENST00000324771.12#DDR1
ENSG00000204580	ENST00000376568.8#DDR1
ENSG00000204580	ENST00000376575.7#DDR1
ENSG00000204580	NM_001387909.1#DDR1
ENSG00000204583	ENST00000376608.9#LRCOL1
ENSG00000204590	ENST00000376621.8#GNL1
ENSG00000204592	ENST00000376630.5#HLA-E
ENSG00000204595	ENST00000376650.2#DPRX
ENSG00000204595	ENST00000710707.1#DPRX
ENSG00000204599	ENST00000396551.9#TRIM39
ENSG00000204599	NM_001369522.1#TRIM39
ENSG00000204604	ENST00000595646.6#ZNF468
ENSG00000204610	ENST00000376694.9#TRIM15
ENSG00000204611	ENST00000600228.6#ZNF616
ENSG00000204612	ENST00000376708.1#FOXB2
ENSG00000204613	ENST00000449742.7#TRIM10
ENSG00000204614	ENST00000396581.6#TRIM40
ENSG00000204614	XM_011514306.2#TRIM40
ENSG00000204616	ENST00000376734.4#TRIM31
ENSG00000204616	XM_011514266.1#TRIM31
ENSG00000204618	ENST00000244360.8#RNF39
ENSG00000204619	ENST00000376772.8#PPP1R11
ENSG00000204619	XM_047419279.1#PPP1R11
ENSG00000204624	ENST00000294484.7#DISP3
ENSG00000204628	ENST00000511566.5#RACK1
ENSG00000204628	ENST00000511900.5#RACK1
ENSG00000204628	ENST00000512805.6#RACK1
ENSG00000204632	ENST00000360323.11#HLA-G
ENSG00000204632	ENST00000376818.7#HLA-G
ENSG00000204632	NM_002127.6#HLA-G
ENSG00000204634	ENST00000409318.2#TBC1D8
ENSG00000204634	NM_001102426.3#TBC1D8
ENSG00000204640	ENST00000376865.1#NMS
ENSG00000204642	ENST00000259951.12#HLA-F
ENSG00000204642	ENST00000376861.5#HLA-F
ENSG00000204642	NM_001098478.2#HLA-F
ENSG00000204642	XM_011514564.2#HLA-F
ENSG00000204644	ENST00000376883.2#ZFP57
ENSG00000204653	ENST00000389208.9#ASPDH
ENSG00000204655	ENST00000376917.8#MOG
ENSG00000204655	ENST00000416766.6#MOG
ENSG00000204655	NM_206812.4#MOG
ENSG00000204655	NM_206814.6#MOG
ENSG00000204657	ENST00000641840.1#OR2H2
ENSG00000204659	ENST00000376974.5#CBY3
ENSG00000204659	XM_047417524.1#CBY3
ENSG00000204661	ENST00000511063.6#C5orf60
ENSG00000204661	ENST00000512899.5#C5orf60
ENSG00000204669	ENST00000651200.2#C9orf57
ENSG00000204671	ENST00000377035.2#IL31
ENSG00000204673	ENST00000344175.10#AKT1S1
ENSG00000204673	ENST00000391834.6#AKT1S1
ENSG00000204673	ENST00000391835.1#AKT1S1
ENSG00000204677	ENST00000511856.6#FAM153CP
ENSG00000204681	ENST00000355973.7#GABBR1
ENSG00000204681	ENST00000377034.9#GABBR1
ENSG00000204681	ENST00000462632.6#GABBR1
ENSG00000204687	ENST00000377127.4#MAS1L
ENSG00000204688	ENST00000377133.6#OR2H1
ENSG00000204688	NM_001318022.2#OR2H1
ENSG00000204694	ENST00000377149.5#OR11A1
ENSG00000204695	ENST00000641895.1#OR14J1
ENSG00000204700	ENST00000641417.1#OR2J2
ENSG00000204701	ENST00000641151.2#OR2J3
ENSG00000204702	ENST00000641659.2#OR2J1
ENSG00000204703	ENST00000377173.4#OR2B3
ENSG00000204704	ENST00000377175.2#OR2W1
ENSG00000204710	ENST00000377185.3#SPDYC
ENSG00000204711	ENST00000377197.8#CFAP95
ENSG00000204713	ENST00000377199.4#TRIM27
ENSG00000204740	ENST00000454679.7#MALRD1
ENSG00000204764	ENST00000523189.6#RANBP17
ENSG00000204764	XM_011534627.2#RANBP17
ENSG00000204764	XM_011534636.3#RANBP17
ENSG00000204764	XM_011534637.3#RANBP17
ENSG00000204764	XM_017009736.2#RANBP17
ENSG00000204764	XM_017009738.2#RANBP17
ENSG00000204764	XM_017009739.2#RANBP17
ENSG00000204764	XM_017009740.2#RANBP17
ENSG00000204764	XM_017009741.3#RANBP17
ENSG00000204764	XM_017009742.3#RANBP17
ENSG00000204764	XM_017009746.3#RANBP17
ENSG00000204764	XM_017009747.2#RANBP17
ENSG00000204764	XM_047417530.1#RANBP17
ENSG00000204764	XM_047417531.1#RANBP17
ENSG00000204764	XM_047417532.1#RANBP17
ENSG00000204767	ENST00000377365.4#INSYN2B
ENSG00000204779	ENST00000377420.1#FOXD4L5
ENSG00000204815	ENST00000377540.6#ODAD4
ENSG00000204822	ENST00000258105.8#MRPL53
ENSG00000204839	ENST00000398882.8#MROH6
ENSG00000204842	ENST00000389153.10#ATXN2
ENSG00000204842	ENST00000550104.5#ATXN2
ENSG00000204842	ENST00000608853.5#ATXN2
ENSG00000204842	ENST00000673283.1#ATXN2
ENSG00000204842	ENST00000673436.1#ATXN2
ENSG00000204842	ENST00000673557.1#ATXN2
ENSG00000204843	ENST00000361874.8#DCTN1
ENSG00000204843	ENST00000394003.7#DCTN1
ENSG00000204843	ENST00000409240.5#DCTN1
ENSG00000204843	ENST00000409438.5#DCTN1
ENSG00000204843	ENST00000628224.3#DCTN1
ENSG00000204843	ENST00000633691.1#DCTN1
ENSG00000204843	ENST00000680606.1#DCTN1
ENSG00000204849	ENST00000377647.6#SPATA31A1
ENSG00000204851	ENST00000599531.2#PNMA8B
ENSG00000204852	ENST00000397659.9#TCTN1
ENSG00000204852	ENST00000549123.6#TCTN1
ENSG00000204852	ENST00000680445.1#TCTN1
ENSG00000204852	XM_005253934.5#TCTN1
ENSG00000204852	XM_005253935.5#TCTN1
ENSG00000204856	ENST00000377673.10#FAM216A
ENSG00000204859	ENST00000377674.9#ZBTB48
ENSG00000204859	NM_001278648.2#ZBTB48
ENSG00000204866	ENST00000377693.5#IGFL2
ENSG00000204866	XM_047438227.1#IGFL2
ENSG00000204869	ENST00000377697.2#IGFL4
ENSG00000204869	XM_047438851.1#IGFL4
ENSG00000204872	ENST00000377712.3#NAT8B
ENSG00000204873	ENST00000411528.4#KRTAP9-3
ENSG00000204880	ENST00000333822.5#KRTAP4-8
ENSG00000204882	ENST00000377741.4#GPR20
ENSG00000204887	ENST00000377747.5#KRTAP1-4
ENSG00000204889	ENST00000377755.9#KRT40
ENSG00000204889	NM_182497.4#KRT40
ENSG00000204897	ENST00000312150.5#KRT25
ENSG00000204899	ENST00000377818.4#MZT1
ENSG00000204909	ENST00000377906.2#SPINK9
ENSG00000204913	ENST00000377924.6#LRRC3C
ENSG00000204918	ENST00000377930.1#PRR20B
ENSG00000204919	ENST00000377931.1#PRR20A
ENSG00000204920	ENST00000270014.7#ZNF155
ENSG00000204920	ENST00000611002.4#ZNF155
ENSG00000204922	ENST00000377953.4#UQCC3
ENSG00000204922	ENST00000531323.1#UQCC3
ENSG00000204923	ENST00000377957.4#FBXO48
ENSG00000204923	XM_017004437.3#FBXO48
ENSG00000204928	ENST00000377976.3#GRXCR2
ENSG00000204930	ENST00000423537.7#FAM221B
ENSG00000204930	XM_047423370.1#FAM221B
ENSG00000204936	ENST00000618265.5#CD177
ENSG00000204936	XM_017027022.2#CD177
ENSG00000204941	ENST00000342951.11#PSG5
ENSG00000204941	ENST00000404580.1#PSG5
ENSG00000204946	ENST00000434415.6#ZNF783
ENSG00000204947	ENST00000378061.7#ZNF425
ENSG00000204950	ENST00000378075.4#LRRC10B
ENSG00000204952	ENST00000378079.3#FBXO47
ENSG00000204952	XM_011524866.4#FBXO47
ENSG00000204954	ENST00000378090.9#UQCC6
ENSG00000204954	XM_017019917.3#UQCC6
ENSG00000204956	ENST00000517417.3#PCDHGA1
ENSG00000204961	ENST00000532602.2#PCDHA9
ENSG00000204962	ENST00000531613.2#PCDHA8
ENSG00000204963	ENST00000525929.2#PCDHA7
ENSG00000204965	ENST00000529859.2#PCDHA5
ENSG00000204967	ENST00000530339.2#PCDHA4
ENSG00000204969	ENST00000526136.2#PCDHA2
ENSG00000204970	ENST00000504120.4#PCDHA1
ENSG00000204977	ENST00000378182.4#TRIM13
ENSG00000204978	ENST00000378187.3#ERICH4
ENSG00000204978	XM_017026119.2#ERICH4
ENSG00000204979	ENST00000378186.7#MS4A13
ENSG00000204979	NM_001100909.2#MS4A13
ENSG00000204983	ENST00000311737.12#PRSS1
ENSG00000204991	ENST00000378247.8#SPIRE2
ENSG00000204991	ENST00000393062.6#SPIRE2
ENSG00000205002	ENST00000378279.4#AARD
ENSG00000205022	ENST00000419291.7#PABPN1L
ENSG00000205022	XM_047434102.1#PABPN1L
ENSG00000205029	ENST00000378396.1#OR5D16
ENSG00000205030	ENST00000378397.1#OR5L2
ENSG00000205038	ENST00000378402.10#PKHD1L1
ENSG00000205038	XM_047422420.1#PKHD1L1
ENSG00000205038	XM_047422421.1#PKHD1L1
ENSG00000205045	ENST00000628453.4#SLFN12L
ENSG00000205060	ENST00000378509.9#SLC35B4
ENSG00000205076	ENST00000378626.5#LGALS7
ENSG00000205078	ENST00000378644.5#SYCE1L
ENSG00000205078	NM_001348924.2#SYCE1L
ENSG00000205084	ENST00000258173.11#TMEM231
ENSG00000205084	ENST00000693682.1#TMEM231
ENSG00000205085	ENST00000682356.1#GARIN1A
ENSG00000205085	ENST00000684498.1#GARIN1A
ENSG00000205089	ENST00000378731.6#CCNI2
ENSG00000205089	NM_001287252.2#CCNI2
ENSG00000205089	NM_001287253.2#CCNI2
ENSG00000205089	XM_047417522.1#CCNI2
ENSG00000205089	XM_047417523.1#CCNI2
ENSG00000205090	ENST00000378733.9#TMEM240
ENSG00000205097	ENST00000378763.1#FRG2
ENSG00000205097	ENST00000504750.6#FRG2
ENSG00000205108	ENST00000378788.4#SPATA31F1
ENSG00000205111	ENST00000451199.7#CDKL4
ENSG00000205111	ENST00000699627.1#CDKL4
ENSG00000205111	XM_047444142.1#CDKL4
ENSG00000205116	ENST00000378821.4#TMEM88B
ENSG00000205126	ENST00000378832.1#ACCSL
ENSG00000205129	ENST00000378850.5#CFAP96
ENSG00000205129	XM_017008238.2#CFAP96
ENSG00000205133	ENST00000521988.6#TRIQK
ENSG00000205133	XM_047421713.1#TRIQK
ENSG00000205138	ENST00000378887.4#SDHAF1
ENSG00000205143	ENST00000378909.4#ARID3C
ENSG00000205143	NM_001371945.2#ARID3C
ENSG00000205155	ENST00000587708.7#PSENEN
ENSG00000205177	ENST00000379011.5#C11orf91
ENSG00000205177	XM_017017053.2#C11orf91
ENSG00000205186	ENST00000379071.4#FABP9
ENSG00000205189	ENST00000430430.5#ZBTB10
ENSG00000205189	ENST00000455036.8#ZBTB10
ENSG00000205208	ENST00000379205.5#C4orf46
ENSG00000205209	ENST00000601241.6#SCGB2B2
ENSG00000205213	ENST00000379214.9#LGR4
ENSG00000205213	NM_001346432.2#LGR4
ENSG00000205220	ENST00000358514.9#PSMB10
ENSG00000205221	ENST00000379242.8#VIT
ENSG00000205221	ENST00000404084.5#VIT
ENSG00000205221	NM_001177970.2#VIT
ENSG00000205221	NM_001177971.2#VIT
ENSG00000205221	NM_001328661.2#VIT
ENSG00000205221	NM_001391966.1#VIT
ENSG00000205221	NM_001391967.1#VIT
ENSG00000205221	NM_001391968.1#VIT
ENSG00000205221	NM_001391969.1#VIT
ENSG00000205221	XM_011532906.3#VIT
ENSG00000205238	ENST00000691607.2#SPDYE2
ENSG00000205238	XM_011516237.4#SPDYE2
ENSG00000205250	ENST00000379378.8#E2F4
ENSG00000205268	ENST00000401827.8#PDE7A
ENSG00000205268	XM_011517540.4#PDE7A
ENSG00000205269	ENST00000379426.2#TMEM170B
ENSG00000205274	ENST00000379435.5#TRBV20OR9-2
ENSG00000205277	ENST00000536621.6#MUC12
ENSG00000205279	ENST00000379445.8#CTXN3
ENSG00000205301	ENST00000503109.6#MGAT4D
ENSG00000205301	ENST00000511113.6#MGAT4D
ENSG00000205301	XM_011531656.4#MGAT4D
ENSG00000205301	XM_011531658.4#MGAT4D
ENSG00000205302	ENST00000379516.7#SNX2
ENSG00000205307	ENST00000622764.3#SAP25
ENSG00000205309	ENST00000389022.9#NT5M
ENSG00000205323	ENST00000336133.8#SARNP
ENSG00000205327	ENST00000548615.1#OR6C68
ENSG00000205328	ENST00000379665.3#OR6C65
ENSG00000205329	ENST00000641364.1#OR6C3
ENSG00000205329	ENST00000641740.2#OR6C3
ENSG00000205330	ENST00000642104.1#OR6C1
ENSG00000205336	ENST00000562631.7#ADGRG1
ENSG00000205336	NM_001370435.1#ADGRG1
ENSG00000205339	ENST00000379719.8#IPO7
ENSG00000205352	ENST00000429243.7#PRR13
ENSG00000205356	ENST00000447648.7#TECPR1
ENSG00000205356	XM_047420119.1#TECPR1
ENSG00000205358	ENST00000332374.5#MT1H
ENSG00000205359	ENST00000506729.6#SLCO6A1
ENSG00000205359	NM_001289004.2#SLCO6A1
ENSG00000205359	NM_001308014.2#SLCO6A1
ENSG00000205362	ENST00000290705.12#MT1A
ENSG00000205363	ENST00000569673.3#INSYN1
ENSG00000205363	NM_001384351.1#INSYN1
ENSG00000205364	ENST00000379818.4#MT1M
ENSG00000205403	ENST00000394634.7#CFI
ENSG00000205403	NM_001318057.2#CFI
ENSG00000205403	NM_001331035.2#CFI
ENSG00000205403	NM_001375283.1#CFI
ENSG00000205409	ENST00000329322.5#OR52E6
ENSG00000205413	ENST00000379958.3#SAMD9
ENSG00000205413	ENST00000620985.4#SAMD9
ENSG00000205420	ENST00000330722.7#KRT6A
ENSG00000205423	ENST00000427478.7#CNEP1R1
ENSG00000205426	ENST00000327741.9#KRT81
ENSG00000205436	ENST00000688303.1#EXOC3L4
ENSG00000205436	XM_011537324.3#EXOC3L4
ENSG00000205436	XM_011537332.3#EXOC3L4
ENSG00000205439	ENST00000397907.1#KRTAP12-3
ENSG00000205442	ENST00000543880.7#IZUMO3
ENSG00000205442	ENST00000604921.5#IZUMO3
ENSG00000205445	ENST00000391621.1#KRTAP10-2
ENSG00000205456	ENST00000398664.5#TP53TG3D
ENSG00000205457	ENST00000561509.3#TP53TG3C
ENSG00000205476	ENST00000380243.9#CCDC85C
ENSG00000205482	ENST00000510091.4#SPDYE18
ENSG00000205482	NM_001351348.1#SPDYE18
ENSG00000205495	ENST00000380370.1#OR52J3
ENSG00000205496	ENST00000380371.1#OR51A2
ENSG00000205497	ENST00000641898.1#OR51A4
ENSG00000205502	ENST00000380392.4#C2CD4B
ENSG00000205517	ENST00000380456.8#RGL3
ENSG00000205531	ENST00000380542.9#NAP1L4
ENSG00000205531	ENST00000620138.4#NAP1L4
ENSG00000205542	ENST00000380636.1#TMSB4X
ENSG00000205542	ENST00000451311.7#TMSB4X
ENSG00000205544	ENST00000302422.4#TMEM256
ENSG00000205560	ENST00000312108.12#CPT1B
ENSG00000205560	NM_001145135.2#CPT1B
ENSG00000205571	ENST00000380743.9#SMN2
ENSG00000205571	NM_022876.2#SMN2
ENSG00000205571	XM_011543600.3#SMN2
ENSG00000205571	XM_011543602.4#SMN2
ENSG00000205572	ENST00000380750.8#SERF1B
ENSG00000205572	ENST00000380751.10#SERF1B
ENSG00000205581	ENST00000380748.5#HMGN1
ENSG00000205581	ENST00000380749.10#HMGN1
ENSG00000205592	NM_173600.2#MUC19
ENSG00000205593	ENST00000413817.8#DENND6B
ENSG00000205609	ENST00000380876.5#EIF3CL
ENSG00000205609	XM_047434558.1#EIF3CL
ENSG00000205629	ENST00000399069.8#LCMT1
ENSG00000205639	ENST00000338315.6#MFSD2B
ENSG00000205642	ENST00000381032.6#VCX3B
ENSG00000205643	ENST00000314567.8#CDPF1
ENSG00000205643	ENST00000404583.5#CDPF1
ENSG00000205649	ENST00000381057.3#HTN3
ENSG00000205649	ENST00000673563.1#HTN3
ENSG00000205659	ENST00000555028.7#LIN52
ENSG00000205659	NM_001372006.1#LIN52
ENSG00000205667	ENST00000381130.3#ARSH
ENSG00000205669	ENST00000645972.2#ACOT6
ENSG00000205670	ENST00000399292.8#SMIM11
ENSG00000205670	NM_001394152.1#SMIM11
ENSG00000205678	ENST00000381210.8#TECRL
ENSG00000205683	ENST00000556509.6#DPF3
ENSG00000205683	NM_012074.5#DPF3
ENSG00000205693	ENST00000381273.4#MANSC4
ENSG00000205704	ENST00000381348.5#SMIM45
ENSG00000205704	NM_001395946.1#SMIM45
ENSG00000205707	ENST00000381356.9#ETFRF1
ENSG00000205707	ENST00000557540.7#ETFRF1
ENSG00000205710	ENST00000381365.4#C17orf107
ENSG00000205710	ENST00000521575.1#C17orf107
ENSG00000205718	ENST00000381394.9#MBD3L4
ENSG00000205726	ENST00000381318.8#ITSN1
ENSG00000205726	NM_001331010.2#ITSN1
ENSG00000205726	XM_017028428.2#ITSN1
ENSG00000205726	XM_017028430.3#ITSN1
ENSG00000205726	XM_017028431.3#ITSN1
ENSG00000205726	XM_017028432.3#ITSN1
ENSG00000205726	XM_017028433.3#ITSN1
ENSG00000205726	XM_017028434.3#ITSN1
ENSG00000205726	XM_017028435.3#ITSN1
ENSG00000205726	XM_017028436.3#ITSN1
ENSG00000205730	ENST00000381440.5#ITPRIPL2
ENSG00000205744	ENST00000381480.7#DENND1C
ENSG00000205744	XM_047439458.1#DENND1C
ENSG00000205744	XM_047439459.1#DENND1C
ENSG00000205755	ENST00000400841.8#CRLF2
ENSG00000205758	ENST00000290244.9#CRYZL1
ENSG00000205758	ENST00000381554.8#CRYZL1
ENSG00000205758	ENST00000445393.5#CRYZL1
ENSG00000205765	ENST00000381647.7#RIMOC1
ENSG00000205777	ENST00000381700.11#GAGE1
ENSG00000205784	ENST00000650722.2#ARRDC5
ENSG00000205795	ENST00000381813.5#CYS1
ENSG00000205808	ENST00000381883.5#PLPP6
ENSG00000205809	ENST00000381902.7#KLRC2
ENSG00000205810	ENST00000396439.7#KLRC3
ENSG00000205810	NM_007333.2#KLRC3
ENSG00000205832	ENST00000444310.5#C16orf96
ENSG00000205832	NM_001387219.1#C16orf96
ENSG00000205832	XM_005255301.4#C16orf96
ENSG00000205835	ENST00000442080.6#GMNC
ENSG00000205838	ENST00000638320.2#TTC23L
ENSG00000205838	NM_001386170.1#TTC23L
ENSG00000205838	NM_001386171.1#TTC23L
ENSG00000205838	XM_011513985.3#TTC23L
ENSG00000205838	XM_017009124.3#TTC23L
ENSG00000205838	XM_047416824.1#TTC23L
ENSG00000205838	XM_047416825.1#TTC23L
ENSG00000205838	XM_047416826.1#TTC23L
ENSG00000205846	ENST00000382073.4#CLEC6A
ENSG00000205846	NM_001317999.2#CLEC6A
ENSG00000205856	ENST00000382097.4#C22orf42
ENSG00000205856	XM_011529922.4#C22orf42
ENSG00000205856	XM_017028629.3#C22orf42
ENSG00000205856	XM_017028630.3#C22orf42
ENSG00000205856	XM_017028631.2#C22orf42
ENSG00000205857	ENST00000382119.1#NANOGNB
ENSG00000205857	ENST00000640040.1#NANOGNB
ENSG00000205858	ENST00000401542.3#LRRC72
ENSG00000205863	ENST00000713589.1#C1QTNF9B
ENSG00000205864	ENST00000382160.1#KRTAP5-6
ENSG00000205867	ENST00000412090.2#KRTAP5-2
ENSG00000205869	ENST00000382171.2#KRTAP5-1
ENSG00000205882	ENST00000382205.6#DEFB134
ENSG00000205883	ENST00000382208.3#DEFB135
ENSG00000205884	ENST00000382209.2#DEFB136
ENSG00000205899	ENST00000391429.2#BHLHA9
ENSG00000205903	ENST00000382252.6#ZNF316
ENSG00000205903	XM_024446618.2#ZNF316
ENSG00000205916	ENST00000415508.6#DAZ4
ENSG00000205916	ENST00000682740.1#DAZ4
ENSG00000205916	NM_020420.4#DAZ4
ENSG00000205922	ENST00000382349.5#ONECUT3
ENSG00000205923	ENST00000567119.1#CEMP1
ENSG00000205927	ENST00000333337.3#OLIG2
ENSG00000205927	ENST00000382357.4#OLIG2
ENSG00000205929	ENST00000479548.2#EPCIP
ENSG00000205937	ENST00000320225.10#RNPS1
ENSG00000205937	XM_005255048.3#RNPS1
ENSG00000205944	ENST00000382440.6#DAZ2
ENSG00000205944	NM_001005786.2#DAZ2
ENSG00000205978	ENST00000382554.4#NYNRIN
ENSG00000205981	ENST00000382564.8#DNAJC19
ENSG00000205989	ENST00000382575.2#DEFB109C
ENSG00000206013	ENST00000382614.2#IFITM5
ENSG00000206026	ENST00000382638.3#SMIM21
ENSG00000206026	ENST00000579022.5#SMIM21
ENSG00000206034	ENST00000382656.2#DEFB109B
ENSG00000206043	ENST00000579455.2#C18orf63
ENSG00000206047	ENST00000382692.3#DEFA1
ENSG00000206052	ENST00000382713.10#DOK6
